TGSC ID,Tags
1029241,"{'orange', 'creamy', 'green', 'waxy', 'citrus', 'fruity', 'cheesy'}"
1029281,"{'soapy', 'creamy', 'green', 'clean', 'waxy', 'oily', 'fruity'}"
1029281,"{'soapy', 'earthy', 'creamy', 'green', 'waxy', 'aldehydic'}"
1029301,"{'floral', 'rose', 'sweet', 'tropical', 'green', 'waxy'}"
1029302,"{'floral', 'rose', 'sweet', 'tropical', 'green', 'waxy'}"
1029302,"{'floral', 'sweet', 'green', 'waxy', 'fruity'}"
1029321,"{'sweet', 'pineapple', 'pungent', 'sharp', 'chemical', 'fruity', 'winey'}"
1029321,"{'sweet', 'pungent', 'sharp', 'chemical', 'fruity'}"
1029341,"{'apple', 'sweet', 'tropical', 'green', 'waxy', 'fruity', 'pear'}"
1029341,"{'tropical', 'green', 'waxy', 'vegetable', 'fruity', 'pear'}"
1029361,"{'melon unripe melon', 'metallic', 'green', 'herbal', 'waxy', 'aldehydic', 'fatty', 'watercress'}"
1029361,"{'apple', 'green', 'waxy', 'fruity', 'pear'}"
1029381,"{'tomato', 'gassy', 'green', 'brothy', 'vegetable', 'turnup'}"
1029381,"{'musty', 'tomato', 'metallic', 'green', 'herbal', 'vegetable'}"
1029401,"{'musty', 'sweet', 'leafy', 'tea', 'tobacco', 'woody'}"
1029401,"{'musty', 'sweet', 'tea', 'citrus', 'lemon', 'brown', 'woody'}"
1029421,"{'green', 'fruity', 'fatty', 'melon', 'pear'}"
1029421,"{'fresh', 'green', 'fruity', 'fatty', 'vegetable', 'melon', 'pear'}"
1029431,"{'apple', 'pineapple', 'sweet', 'green', 'peach', 'fruity', 'pear'}"
1029431,"{'apple', 'pineapple', 'sweet', 'green', 'pungent', 'peach', 'fruity'}"
1029461,"{'creamy', 'milky', 'waxy', 'oily', 'fatty', 'dairy', 'cheesy', 'buttery'}"
1029461,"{'creamy', 'sweet', 'waxy', 'oily', 'fatty', 'dairy', 'milky'}"
1029471,"{'dry', 'fresh', 'cedar', 'woody'}"
1029481,"{'coconut', 'earthy', 'herbal', 'waxy', 'fatty', 'dairy', 'nutty', 'milky'}"
1029481,"{'coconut', 'earthy', 'waxy', 'mushroom', 'chicken fat', 'fatty'}"
1029491,"{'melon', 'fruity', 'winey', 'quince'}"
1029501,"{'coconut', 'celery', 'toasted', 'tonka', 'coumarinic', 'burnt', 'nutty'}"
1029501,"{'coconut', 'toasted', 'tonka', 'lovage', 'coumarinic', 'lactonic', 'nutty', 'woody', 'maple'}"
1029521,"{'lard', 'fatty', 'waxy', 'fried'}"
1029521,"{'tallow', 'lard', 'waxy', 'oily', 'savory', 'fatty', 'fried'}"
1029541,{'odorless'}
1029551,"{'balsamic', 'amber', 'woody', 'peppery'}"
1029561,"{'fresh', 'grassy', 'citrus', 'sharp', 'woody', 'weedy'}"
1029601,"{'raw', 'potato', 'green', 'herbal', 'onion', 'garlic', 'vegetable', 'animal'}"
1029651,"{'phenolic', 'camphoreous'}"
1029671,"{'cooling', 'peppermint', 'mentholic', 'woody'}"
1029672,"{'cooling', 'peppermint', 'mentholic', 'woody'}"
1029691,"{'floral', 'rose', 'sweet', 'green', 'waxy', 'citrus', 'woody'}"
1029701,"{'cabbage', 'green', 'sulfurous', 'starchy', 'balsamic', 'peppery', 'garlic', 'mossy', 'woody'}"
1029721,"{'tropical', 'green', 'terpenic', 'fruity', 'woody'}"
1029841,"{'sulfurous', 'onion'}"
1029861,{'musk'}
1029891,"{'zesty', 'lime', 'green', 'sulfurous', 'grapefruit', 'citrus', 'vegetable'}"
1029921,"{'tropical', 'herbal', 'citrus', 'onion', 'woody old wood', 'dry'}"
1029981,"{'herbal', 'sage clary sage', 'vetiver', 'woody'}"
1030091,"{'floral', 'lavender', 'rose', 'green', 'waxy'}"
1030092,"{'floral', 'lavender', 'rose', 'green', 'waxy'}"
1030092,"{'floral', 'rose', 'green', 'herbal', 'waxy', 'cooling'}"
1030131,"{'floral', 'mimosa', 'waxy', 'herbal'}"
1030161,"{'green', 'herbal', 'leafy'}"
1030211,"{'minty', 'herbal', 'phenolic', 'camphoreous', 'woody'}"
1030211,"{'green', 'mentholic', 'cooling', 'camphoreous', 'medicinal'}"
1030281,{'odorless'}
1030291,"{'fresh', 'floral', 'lime', 'sweet', 'citrus', 'lily'}"
1030292,"{'fresh', 'floral', 'lime', 'sweet', 'citrus', 'lily'}"
1030301,{'odorless'}
1030471,"{'cooling', 'minty', 'peppermint', 'mentholic'}"
1030501,"{'floral', 'musty', 'herbal', 'pine', 'balsamic', 'camphoreous'}"
1030521,"{'fresh', 'sweet', 'tangerine', 'watery', 'aldehydic', 'citrus'}"
1030541,"{'floral', 'bergamot', 'tropical', 'herbal', 'tuberose', 'grape', 'ylang', 'plum', 'genet', 'lily'}"
1030551,"{'berry', 'floral', 'bergamot', 'banana', 'fruity'}"
1030551,"{'spicy', 'floral', 'pineapple', 'sweet', 'blueberry', 'citrus', 'fruity'}"
1030561,"{'bergamot', 'soapy', 'lavender', 'herbal', 'green', 'citrus', 'fatty', 'woody'}"
1030571,"{'pineapple', 'green', 'warm', 'animal', 'fruity', 'pear'}"
1030591,{'linalool'}
1030611,"{'floral', 'rose', 'honey', 'neroli', 'lily of the valley'}"
1030621,"{'citrus', 'apricot', 'fruity', 'lavender'}"
1030641,"{'bergamot', 'lavender', 'sage', 'herbal', 'citrus', 'peach', 'apricot'}"
1030651,"{'mossy', 'woody'}"
1030711,"{'minty', 'apple', 'herbal', 'camphoreous', 'woody'}"
1030731,"{'balsamic', 'animal', 'tobacco', 'chocolate'}"
1030761,"{'balsam', 'oriental'}"
1030771,"{'fresh', 'floral', 'oily', 'grape', 'fatty'}"
1030791,"{'spicy', 'floral', 'jasmin', 'waxy'}"
1030791,"{'spicy', 'cinnamon', 'fruity', 'sweet'}"
1030811,"{'green', 'vetiver', 'weedy', 'woody'}"
1030831,"{'fresh', 'floral', 'sweet', 'green', 'muguet', 'dry', 'melon', 'lily'}"
1030861,{'odorless'}
1030911,"{'fatty', 'soapy', 'waxy'}"
1030941,{'odorless'}
1030991,"{'vanilla', 'woody', 'creamy', 'sweet'}"
1030991,"{'creamy', 'sweet', 'herbal', 'phenolic', 'powdery', 'vanilla'}"
1031001,"{'coconut', 'creamy', 'sweet', 'waxy', 'lactonic', 'milky'}"
1031001,"{'coconut', 'creamy', 'sweet', 'waxy', 'lactonic', 'milky'}"
1031011,"{'fresh', 'floral', 'rose', 'sweet', 'green', 'gardenia', 'weedy'}"
1031011,"{'floral', 'sweet', 'tropical', 'green', 'citrus', 'fruity'}"
1031071,"{'floral', 'sweet', 'hawthorn', 'nutty', 'powdery'}"
1031091,"{'fresh', 'banana peel', 'apple', 'sweet', 'privet', 'green', 'waxy', 'apple skin'}"
1031091,"{'fresh', 'apple', 'leafy', 'sweet', 'green', 'fruity'}"
1031111,"{'fresh', 'lavender', 'sweet', 'herbal', 'amber'}"
1031131,"{'spicy', 'aromatic', 'floral', 'violet', 'cumin', 'green', 'waxy', 'cardamom', 'woody'}"
1031131,"{'spicy', 'aromatic', 'floral', 'sweet', 'cumin', 'green', 'waxy', 'cardamom', 'orange peel', 'woody'}"
1031141,"{'phenolic', 'minty', 'sharp'}"
1031151,"{'violet leaf', 'leafy', 'sweet', 'tropical', 'green', 'waxy', 'fruity', 'melon'}"
1031151,"{'leafy', 'sweet', 'green', 'vegetable', 'melon'}"
1031161,"{'herbal', 'fruity', 'sweet'}"
1031171,"{'spicy', 'floral', 'green', 'herbal', 'phenolic', 'geranium', 'woody', 'fruity', 'fruit dried fruit'}"
1031181,"{'minty', 'green', 'cooling', 'woody', 'spearmint'}"
1031191,{'herbal'}
1031201,"{'dry', 'musty', 'woody'}"
1031211,"{'earthy', 'woody', 'pungent'}"
1031221,"{'herbal', 'minty', 'warm', 'spearmint'}"
1031221,"{'hay', 'minty', 'herbal', 'bread rye bread', 'cooling', 'camphoreous', 'terpenic', 'woody'}"
1031231,"{'yeasty', 'floral', 'apple green apple', 'fruity', 'winey'}"
1031251,"{'naphthyl', 'cistus', 'saffron', 'animal', 'woody'}"
1031261,{'minty'}
1031271,"{'jasmin', 'sweet', 'clean', 'oily', 'natural', 'fruity', 'pear'}"
1031281,"{'mentholic', 'fruity', 'grape'}"
1031311,{'odorless'}
1031321,"{'mild', 'menthol'}"
1031331,"{'valerian root', 'mentholic', 'fruity', 'sweet'}"
1031351,"{'roasted', 'gassy', 'meaty', 'sulfurous', 'onion'}"
1031351,"{'roasted', 'meaty', 'sulfurous', 'chocolate', 'coffee', 'onion', 'fried', 'beefy'}"
1031401,"{'concord grape', 'tart', 'green', 'powerful', 'grapefruit'}"
1031451,"{'phenolic', 'ethereal', 'anise', 'gasoline'}"
1031461,"{'meaty roasted meaty', 'caramellic'}"
1031471,"{'fresh', 'herbal', 'camphoreous', 'rosemary'}"
1031471,"{'floral', 'minty', 'sweet', 'herbal', 'citrus', 'cooling', 'camphoreous', 'woody'}"
1031481,"{'green', 'pepper bell pepper', 'grapefruit'}"
1031491,"{'resinous', 'hay', 'opoponax', 'myrrh', 'lavender', 'fruity'}"
1031501,"{'minty', 'leafy', 'green', 'grapefruit', 'fruity'}"
1031511,"{'floral', 'rose', 'sweet', 'tropical', 'green', 'waxy', 'honey', 'fruity'}"
1031511,"{'floral', 'apple', 'sweet', 'green', 'powdery', 'fruity'}"
1031521,"{'potato', 'roasted', 'metallic', 'sulfurous', 'horseradish', 'onion'}"
1031521,"{'hazelnut', 'catty', 'sulfurous', 'alliaceous', 'grapefruit', 'meaty roasted meaty', 'savory', 'fruit tropical fruit', 'nutty'}"
1031531,"{'violet leaf', 'soapy', 'earthy', 'fishy', 'green', 'watery', 'watermelon', 'mushroom', 'melon'}"
1031531,"{'soapy', 'earthy', 'green', 'mushroom', 'melon'}"
1031551,"{'violet leaf', 'cantaloupe', 'green', 'cucumber', 'waxy', 'honeydew', 'orris', 'vegetable', 'melon'}"
1031551,"{'green', 'cucumber', 'orris', 'melon', 'woody'}"
1031571,"{'green', 'cucumber', 'oily', 'violet leaf'}"
1031571,"{'green', 'fatty', 'nutty', 'leafy'}"
1031581,"{'amber', 'musk', 'woody'}"
1031591,"{'fresh', 'painty', 'green', 'cucumber', 'oily'}"
1031601,"{'minty', 'herbal', 'oily', 'grapefruit', 'buchu'}"
1031611,"{'violet leaf', 'green', 'cucumber', 'fatty', 'dry'}"
1031611,"{'green', 'cucumber', 'fatty', 'vegetable', 'melon'}"
1031671,"{'herbal', 'vetiver', 'grapefruit'}"
1031741,"{'orange', 'rosey', 'celery', 'stalk', 'flower', 'grapefruit', 'citrus', 'bready', 'neroli', 'vegetable', 'fruity'}"
1031751,"{'acidic', 'sulfurous', 'mild'}"
1031761,"{'spicy', 'floral', 'rose tea rose', 'green', 'fruity'}"
1031801,"{'spicy', 'floral', 'cinnamon', 'sweet', 'vanilla', 'cherry'}"
1031831,"{'balsamic', 'tonka', 'sweet'}"
1031841,"{'earthy', 'green', 'potato raw potato', 'pepper bell pepper', 'nutty'}"
1031851,"{'fresh', 'jasmin', 'earthy', 'creamy', 'green', 'waxy', 'oily', 'natural', 'fruity'}"
1031851,"{'sweet', 'creamy', 'green', 'waxy', 'oily', 'fruity'}"
1031871,"{'animal', 'phenolic', 'fecal', 'medicinal'}"
1031881,"{'sweet', 'grape', 'gooseberry', 'almond', 'fruity'}"
1031901,"{'spicy', 'floral', 'cinnamon'}"
1031911,"{'almond roasted almond', 'peanut', 'chocolate', 'hazelnut'}"
1031941,"{'fruity', 'buttery', 'caramellic'}"
1031951,"{'sweet', 'heliotrope', 'anisic', 'dry', 'powdery', 'vanilla', 'cherry', 'fruity', 'almond'}"
1031951,"{'sweet', 'coumarinic', 'heliotrope', 'powdery', 'vanilla', 'cherry'}"
1031961,"{'caramellic', 'cereal', 'bready'}"
1032001,"{'ethereal', 'fruity', 'sweet'}"
1032001,"{'estery', 'solvent', 'rummy', 'ethereal', 'cognac', 'fruity', 'winey'}"
1032011,"{'tropical', 'herbal', 'sandalwood', 'woody'}"
1032031,"{'floral', 'sweet', 'balsamic', 'heliotrope', 'anisic', 'cherry'}"
1032051,"{'floral', 'lily', 'muguet'}"
1032081,"{'ethereal', 'fruity'}"
1032091,"{'sweet', 'herbal', 'anise', 'anisic'}"
1032101,"{'floral', 'narcissus'}"
1032111,"{'floral', 'naphthyl', 'sweet', 'earthy', 'walnut', 'nutty'}"
1032111,"{'naphthyl', 'orchid', 'phenolic', 'camphoreous', 'woody'}"
1032141,"{'floral', 'jasmin', 'rose', 'lilac', 'muguet', 'woody'}"
1032151,"{'meaty', 'phenolic', 'burnt', 'tobacco', 'capers', 'powdery'}"
1032161,"{'spicy', 'mild'}"
1032181,"{'berry', 'floral', 'juicy fruit', 'jasmin', 'sweet', 'earthy', 'fruity'}"
1032181,"{'berry', 'juicy', 'pulpy', 'juicy fruit', 'sweet', 'tropical', 'bubble gum', 'fruit overripe fruit', 'fruity'}"
1032191,"{'earthy', 'patchouli', 'bready', 'warm', 'woody'}"
1032201,"{'floral', 'jasmin', 'tropical', 'green', 'mango', 'fruity'}"
1032221,"{'floral', 'green', 'gardenia', 'mimosa', 'woody'}"
1032231,"{'spicy', 'floral', 'minty', 'waxy', 'wintergreen', 'anise'}"
1032231,"{'spicy', 'floral', 'minty', 'tarragon', 'waxy', 'wintergreen', 'cooling'}"
1032241,"{'meaty', 'sulfurous', 'bloody'}"
1032251,"{'meaty', 'beefy', 'sulfurous'}"
1032251,"{'pork', 'roasted', 'chicken', 'meaty', 'sulfurous', 'savory', 'coffee roasted coffee', 'burnt', 'cheesy', 'rubbery'}"
1032261,"{'yeasty', 'lavender', 'green', 'fermented', 'fruity'}"
1032261,"{'green', 'fruity', 'alcoholic', 'sweet'}"
1032271,"{'spicy', 'smoky', 'phenolic', 'vanilla', 'woody'}"
1032271,"{'spicy', 'smoky', 'meaty', 'phenolic', 'savory', 'woody', 'vanilla', 'medicinal'}"
1032272,"{'spicy', 'smoky', 'phenolic', 'vanilla', 'woody'}"
1032272,"{'spicy', 'smoky', 'meaty', 'phenolic', 'savory', 'woody', 'vanilla', 'medicinal'}"
1032311,"{'apple', 'earthy', 'herbal', 'green', 'fruity', 'cheesy'}"
1032311,"{'green', 'sweaty', 'fruity', 'cognac', 'cheesy', 'winey', 'apple skin'}"
1032331,"{'spicy', 'cinnamon'}"
1032341,"{'floral', 'sweet', 'oriental', 'storax', 'balsamic'}"
1032351,"{'fresh', 'cedar', 'woody', 'sweet'}"
1032361,"{'hay', 'myrrh', 'sweet', 'tonka', 'balsamic'}"
1032371,"{'tonka', 'coumarinic', 'leathery'}"
1032381,"{'green', 'sharp', 'fruity'}"
1032431,"{'butterscotch', 'tart', 'sharp', 'fruity', 'buttery'}"
1032431,"{'sweet', 'acidic', 'ethereal', 'brown', 'fruity'}"
1032581,"{'floral', 'pineapple', 'tropical', 'mango', 'papaya', 'fruity'}"
1032641,"{'jammy', 'tropical', 'balsamic', 'osmanthus', 'apricot', 'bready', 'honey', 'plum', 'fruity', 'fruit dried fruit'}"
1032641,"{'jammy', 'juicy fruit', 'sweet', 'tropical', 'fermented', 'osmanthus', 'sugar', 'honey', 'fruity'}"
1032651,"{'floral', 'sweet', 'herbal', 'waxy', 'aldehydic', 'citrus', 'dry'}"
1032651,"{'floral', 'rose', 'sweet', 'green', 'waxy', 'citrus'}"
1032661,{'odorless'}
1032681,"{'spicy', 'maple', 'caramellic'}"
1032681,"{'sweet', 'bready', 'coffee', 'brown', 'caramellic'}"
1032701,"{'spicy', 'herbal', 'cinnamon', 'woody'}"
1032701,"{'spicy', 'cinnamon', 'cassia', 'herbal', 'medicinal', 'woody'}"
1032711,"{'fresh', 'terpene', 'citrus', 'spice', 'woody'}"
1032712,"{'spicy', 'fresh', 'citrus', 'terpenic', 'woody'}"
1032712,"{'spicy', 'cumin', 'origanum', 'citrus', 'lemon', 'chemical', 'cilantro', 'terpenic', 'woody'}"
1032721,"{'earthy', 'pineapple', 'green', 'fatty', 'fruity'}"
1032731,{'odorless'}
1032741,"{'violet', 'floral', 'creamy', 'tropical', 'orris', 'tobacco', 'powdery', 'woody'}"
1032751,"{'patchouli', 'musk', 'oakmoss', 'woody'}"
1032761,"{'floral', 'currant black currant', 'herbal', 'hyacinth', 'cananga', 'fruity'}"
1032771,"{'pineapple', 'sweet', 'fruity', 'banana', 'cheesy'}"
1032771,"{'pineapple', 'sweet', 'fruity', 'banana', 'cheesy'}"
1032781,"{'fatty', 'waxy', 'petal'}"
1032791,"{'orange', 'privet', 'tropical', 'green', 'fruity'}"
1032791,"{'green', 'waxy', 'oily', 'fatty', 'fruity'}"
1032801,"{'sweet', 'tropical', 'winey', 'waxy', 'fruity', 'pear'}"
1032801,"{'sweet', 'tropical', 'waxy', 'pear', 'fruity', 'winey'}"
1032811,"{'floral', 'rose', 'lily', 'muguet'}"
1032821,"{'creamy', 'sweet', 'fatty', 'fruity', 'buttery'}"
1032821,"{'creamy', 'sweet', 'fatty', 'brown', 'fruity', 'buttery'}"
1032831,"{'animal', 'herbal', 'tobacco', 'sweet'}"
1032841,"{'spicy', 'solvent', 'green', 'herbal', 'sharp', 'dairy', 'fruity'}"
1032841,"{'solvent', 'green', 'herbal', 'sharp', 'dairy', 'fruity'}"
1032851,"{'fresh', 'clean', 'fresh outdoors', 'ozone', 'woody'}"
1032861,"{'spicy', 'green', 'lilac', 'balsamic', 'hyacinth', 'honeysuckle'}"
1032871,"{'floral', 'jasmin', 'hawthorn', 'lilac', 'elderflower'}"
1032881,"{'berry', 'camphoreous', 'fruity'}"
1032891,"{'spicy', 'fresh', 'floral', 'jasmin', 'sweet', 'leafy', 'herbal', 'fruity'}"
1032901,"{'raspberry', 'plum', 'fruity', 'strawberry'}"
1032921,"{'floral', 'tropical', 'green', 'honey', 'geranium', 'raisin', 'plum', 'powdery', 'papaya'}"
1032921,"{'floral', 'green', 'honey', 'powdery', 'fruity'}"
1032931,"{'earthy', 'floral', 'musty', 'sweet'}"
1032941,"{'green', 'fruity'}"
1032951,"{'floral', 'rose', 'metallic', 'green', 'herbal', 'geranium'}"
1032961,"{'floral', 'sweet', 'honey', 'fruity', 'fruit dried fruit'}"
1032971,"{'spicy', 'sweet', 'sugar burnt sugar', 'fruity', 'woody'}"
1032981,"{'floral', 'balsamic', 'honey', 'fruity', 'winey'}"
1032991,"{'musty', 'potato', 'earthy', 'tomato', 'creamy', 'vegetable'}"
1032991,"{'yeasty', 'potato', 'creamy', 'tomato', 'meaty', 'cheesy limburger cheese', 'oily', 'brothy', 'savory', 'bready', 'vegetable'}"
1033001,"{'violet', 'floral', 'green', 'waxy', 'fruity'}"
1033001,"{'milky', 'meaty', 'waxy', 'fatty', 'fruity'}"
1033021,"{'sour', 'cheesy'}"
1033031,{'bland'}
1033051,"{'floral', 'rose'}"
1033091,"{'fresh', 'apple', 'creamy', 'musk', 'warm', 'powdery', 'fruity'}"
1033101,"{'floral', 'grape', 'neroli'}"
1033101,"{'berry', 'floral', 'sweet', 'grape', 'candy', 'fruity', 'winey'}"
1033131,"{'herbal', 'tobacco', 'woody old wood', 'amber', 'woody'}"
1033141,"{'orange', 'sweet', 'leafy', 'green', 'waxy', 'oily', 'fatty'}"
1033141,"{'green', 'fatty', 'waxy', 'oily'}"
1033151,{'amber'}
1033161,"{'floral', 'rose', 'green', 'herbal', 'tea', 'geranium', 'fruity'}"
1033161,"{'floral', 'sweet', 'metallic', 'tropical', 'green', 'citrus', 'fruity'}"
1033181,"{'berry', 'floral', 'jammy', 'green', 'fruity'}"
1033181,"{'floral', 'tutti frutti', 'sweet', 'green', 'powdery', 'fruity'}"
1033181,"{'floral', 'tutti frutti', 'sweet', 'green', 'powdery', 'fruity'}"
1033201,"{'floral', 'bergamot', 'rose', 'sweaty', 'citrus', 'fruity'}"
1033201,"{'cranberry', 'floral', 'bergamot', 'rose', 'apple', 'blueberry', 'sweaty', 'grape', 'citrus', 'sour', 'fruity'}"
1033211,"{'fresh', 'earthy', 'tropical', 'autumn', 'orris', 'ozone', 'woody'}"
1033241,"{'waxy', 'floral', 'fruity', 'reseda'}"
1033251,"{'animal', 'jasmin', 'fecal', 'earthy'}"
1033271,"{'apple', 'sweet', 'tropical', 'green', 'plum', 'fruity', 'woody'}"
1033291,{'odorless'}
1033301,"{'floral', 'rose', 'sweet', 'mushroom', 'cognac'}"
1033321,"{'citrus', 'fruity', 'apple', 'hazelnut'}"
1033361,"{'spicy', 'herbal', 'fruity'}"
1033371,"{'fatty', 'fruity'}"
1033371,{'fruity'}
1033381,{'fruity'}
1033391,"{'orange', 'bois de rose', 'earthy', 'rooty', 'honey', 'basil'}"
1033401,"{'floral', 'jammy', 'sweet', 'green', 'raspberry', 'mushroom', 'fruity'}"
1033401,"{'jammy', 'floral', 'sweet', 'green', 'fruity', 'woody'}"
1033411,"{'floral', 'rose', 'apple', 'pineapple', 'honey', 'warm'}"
1033451,"{'fresh', 'orange', 'sweet', 'aldehydic', 'cyclamen', 'dry', 'amber', 'woody', 'costus'}"
1033451,"{'floral', 'sweet', 'green', 'citrus', 'powdery', 'melon', 'fruity'}"
1033551,"{'floral', 'soapy', 'rose', 'citrus', 'dewy', 'pear'}"
1033551,"{'floral', 'soapy', 'rose', 'sweet', 'tropical', 'grapefruit', 'citrus', 'fruity'}"
1033552,"{'floral', 'soapy', 'rose', 'citrus', 'dewy', 'pear'}"
1033552,"{'floral', 'soapy', 'rose', 'sweet', 'tropical', 'grapefruit', 'citrus', 'fruity'}"
1033561,{'bland'}
1033571,"{'floral', 'sweet', 'orangeflower', 'honey', 'neroli', 'powdery'}"
1033581,"{'cheesy', 'cheesy parmesan cheese', 'buttery', 'caramellic'}"
1033701,"{'mushroom', 'honey', 'rose', 'musty'}"
1033711,"{'violet', 'floral', 'pine', 'orris', 'balsamic', 'woody'}"
1033721,"{'herbal', 'winey', 'sweet'}"
1033731,"{'balsamic', 'urine'}"
1033751,"{'berry', 'tropical', 'cinnamyl', 'peach', 'balsam', 'fruity', 'strawberry'}"
1033752,"{'berry', 'tropical', 'cinnamyl', 'balsamic', 'peach', 'amber', 'fruity', 'strawberry'}"
1033771,"{'herbal', 'peach', 'anisic', 'vanilla', 'cherry', 'fruity'}"
1033781,"{'sour', 'honey', 'sweet'}"
1033791,"{'rummy', 'apricot', 'fruity', 'sweet'}"
1033801,"{'earthy', 'floral', 'sweet'}"
1033811,"{'petitgrain', 'floral', 'lavender', 'leafy', 'rose tea rose', 'green', 'hyacinth', 'honey', 'rose dried rose', 'powdery'}"
1033821,"{'green', 'fruity'}"
1033831,"{'floral', 'sweet', 'foliage', 'heliotrope', 'mimosa', 'peony'}"
1033841,"{'balsamic', 'floral', 'fruity', 'sweet'}"
1033851,"{'spicy', 'animal', 'peppery'}"
1033861,"{'berry', 'jammy', 'tropical', 'plum', 'heliotrope', 'powdery', 'fruity'}"
1033871,"{'fresh', 'floral', 'fatty', 'waxy'}"
1033891,"{'mild', 'alcoholic'}"
1033901,"{'mild', 'alcoholic'}"
1033921,"{'fatty', 'waxy'}"
1033941,{'odorless'}
1033961,{'characteristic'}
1033971,"{'celery', 'solvent', 'raspberry', 'fusel', 'fruity', 'pear'}"
1033971,"{'solvent', 'sweet', 'pungent', 'fusel', 'fruity'}"
1033991,"{'spicy', 'herbal', 'orris', 'woody'}"
1034001,"{'balsamic', 'nutty'}"
1034011,"{'balsamic', 'floral', 'fruity', 'sweet'}"
1034021,"{'estery', 'pineapple', 'sweet', 'ripe', 'ethereal', 'fruity'}"
1034021,"{'estery', 'pineapple', 'sweet', 'ripe', 'ethereal', 'fruity'}"
1034031,"{'berry', 'sweet', 'tropical', 'ripe', 'fruity', 'melon'}"
1034031,"{'juicy', 'berry', 'estery', 'tutti frutti', 'sweet', 'tropical', 'ripe', 'melon', 'fruity'}"
1034041,"{'pineapple', 'sweet', 'citrus', 'fruity', 'pear'}"
1034051,"{'balsamic', 'cortex', 'amber', 'musty'}"
1034071,{'bland'}
1034081,{'fatty'}
1034091,"{'berry', 'sweet', 'green', 'rummy', 'ethereal', 'fruity'}"
1034091,"{'berry', 'sweet', 'green', 'rummy', 'ethereal', 'fruity'}"
1034101,"{'spicy', 'fruity', 'sweet', 'caramellic'}"
1034101,"{'spicy', 'sweet', 'balsamic', 'citrus', 'fruity'}"
1034111,"{'earthy', 'sweet', 'herbal', 'chocolate', 'mushroom'}"
1034121,{'bland'}
1034131,"{'apple', 'sweet', 'pineapple', 'winey', 'green', 'grape', 'ripe', 'fruity', 'pear', 'strawberry'}"
1034131,"{'juicy', 'juicy fruit', 'apple', 'sweet', 'pineapple', 'tutti frutti', 'fermented', 'grape', 'ripe', 'cognac', 'fruity', 'pear', 'strawberry'}"
1034141,"{'juicy', 'pineapple', 'sweet', 'tropical', 'green', 'fruity'}"
1034141,"{'juicy', 'pineapple', 'sweet', 'tropical', 'green', 'fruity'}"
1034151,"{'berry', 'loganberry', 'fruity', 'pineapple'}"
1034151,{'fruity'}
1034161,"{'smoky', 'sweet', 'hawthorn', 'burnt', 'woody'}"
1034171,"{'earthy', 'green', 'sweet'}"
1034181,"{'floral', 'rose', 'sweet', 'apricot', 'honey'}"
1034181,"{'floral', 'honey', 'rose', 'sweet'}"
1034191,"{'fresh', 'floral', 'muguet', 'melon', 'fruity'}"
1034201,"{'fruity', 'apple', 'bitter', 'sweet'}"
1034211,"{'winey', 'fruity', 'apple', 'pineapple'}"
1034221,"{'fresh', 'peppermint', 'minty', 'herbal'}"
1034241,"{'phenolic', 'smoky', 'bacon', 'woody'}"
1034241,"{'smoky', 'salmon', 'phenolic', 'fatty', 'woody', 'bacon'}"
1034251,"{'sweet', 'acidic', 'rummy', 'ethereal', 'brown', 'caramellic'}"
1034251,"{'sweet', 'acidic', 'rummy', 'ethereal', 'brown', 'caramellic'}"
1034261,"{'acidic', 'acetic', 'sharp', 'sour', 'caramellic'}"
1034311,{'odorless'}
1034321,{'odorless'}
1034331,{'odorless'}
1034341,"{'almond bitter almond', 'sweet', 'herbal', 'balsamic', 'anise'}"
1034361,"{'berry', 'floral', 'rose red rose', 'tropical', 'geranium', 'fruity'}"
1034371,"{'floral', 'rose', 'leafy', 'green', 'geranium', 'dry'}"
1034381,"{'verbena', 'floral', 'geranium', 'rose'}"
1034391,"{'floral', 'rose red rose'}"
1034451,"{'whiskey', 'meaty', 'acidic', 'burnt', 'woody'}"
1034451,"{'whiskey', 'meaty', 'acidic', 'burnt', 'woody'}"
1034461,{'odorless'}
1034511,"{'sandalwood', 'woody', 'sweet'}"
1034521,"{'sandalwood', 'floral', 'honey', 'woody'}"
1034671,{'odorless'}
1034681,{'odorless'}
1034691,{'odorless'}
1034701,{'odorless'}
1034711,{'bland'}
1034721,{'odorless'}
1034761,{'odorless'}
1034811,{'odorless'}
1034821,"{'floral', 'orangeflower', 'neroli', 'fruity', 'lily'}"
1034831,"{'floral', 'rosemary', 'balsamic', 'sour', 'fruity'}"
1034841,"{'balsamic', 'nutmeg', 'winey', 'sweet'}"
1034851,"{'cypress', 'floral', 'lavender', 'herbal', 'citrus', 'fruity', 'woody'}"
1034861,"{'spicy', 'floral', 'bergamot', 'green', 'herbal', 'fatty', 'peppery'}"
1034871,"{'orange', 'incense', 'sweet', 'pine', 'balsamic', 'citrus', 'frankincense'}"
1034881,"{'rummy', 'ethereal', 'cognac', 'nutty', 'cooked', 'brown', 'fruity', 'tequila', 'caramellic'}"
1034881,"{'sweet', 'rummy', 'ethereal', 'brown', 'fruity', 'caramellic'}"
1034891,"{'oily', 'cauliflower', 'warm', 'vegetable', 'caramellic'}"
1034911,"{'violet leaf', 'painty', 'tropical', 'oily', 'nutty', 'fruity'}"
