TGSC ID,Tags,Original Tags,Description,Concentration %,Solvent,Strength,Recommended Max Concentration %,Substantivity (Hours),Substantivity Min (Hours),Substantivity Max (Hours),Substantivity Concentration %,Substantivity Solvent,Source,Source Year,Sample Supplier
1031461,"['caramellic','meaty roasted meaty']",true,roasted in sugar syrup meaty,0.1,propylene glycol,,,,,,,,,,
1031471,"['herbal','fresh','camphoreous','rosemary']",true,fresh camphor herbal rosemary,10.0,dipropylene glycol,medium,10.0,4.0,,,20.0,,"Luebke, William tgsc",1985,Roure Bertrand Dupont Inc.
1031471,"['herbal','sweet','floral','citrus','woody','cooling','minty','camphoreous']",true,"Sweet, floral, citrus with woody, cooling, minty and camphoreous nuances",,,,,,,,,,"Mosciano, Gerard P&F 18, No. 3, 53",1993,
1031481,"['green','grapefruit','pepper bell pepper']",true,grapefruit green pepper,0.1,propylene glycol,,,,,,,,,,
1031491,"['fruity','resinous','myrrh','opoponax','lavender','hay']",true,resin fruity myrrh opoponax lavender hay,100.0,,,,120.0,,,100.0,,"Luebke, William tgsc",1995,"Fritzsche Dodge & Olcott, Inc."
1031501,"['green','fruity','grapefruit','minty','leafy']",true,green fruity grapefruit mint leafy,0.1,propylene glycol,,,,,,,,,,
1031511,"['green','sweet','fruity','tropical','rose','honey','floral','waxy']",true,sweet fruity tropical rose honey floral waxy,100.0,,,,184.0,,,100.0,,"Luebke, William tgsc",1995,"Fritzsche Dodge & Olcott, Inc."
1031511,"['green','fruity','sweet','apple','powdery','floral']",true,"Fruity, sweet, with green apple and powdery fruit blossom notes",,,,,,,,,,"Mosciano, Gerard P&F 16, No. 3, 79",1991,
1031521,"['sulfurous','metallic','roasted','onion','horseradish','potato']",true,sulfurous metallic roasted onion horseradish potato,0.1,propylene glycol,,,,,,,,,,
1031521,"['sulfurous','alliaceous','catty','nutty','hazelnut','savory','meaty roasted meaty','fruit tropical fruit','grapefruit']",true,"Intense sulfurous, alliaceous and catty. It has nutty hazelnut note with savory roasted meaty nuances. It has faint nuances of tropical fruits and grapefruit",0.1,triacetin,,,,,,,,"Mosciano, Gerard P&F 26, No. 5, 68",2001,
1031531,"['green','melon','watery','watermelon','earthy','mushroom','violet leaf','fishy','soapy']",true,green melon watery watermelon earthy mushroom violet leaf fishy soapy,1.0,dipropylene glycol,high,1.0,12.0,,,100.0,,"Luebke, William tgsc",2017,"Bedoukian Research, Inc."
1031531,"['green','melon','mushroom','soapy','earthy']",true,"Green, melon, mushroom, soapy with earthy nuances",,,,,,,,,,"Mosciano, Gerard P&F 16, No. 3, 79",1991,
1031551,"['melon','green','cucumber','cantaloupe','honeydew','waxy','vegetable','orris','violet leaf']",true,green cucumber melon cantaloupe honeydew waxy vegetable orris violet leaf,1.0,dipropylene glycol,very high,1.0,,252.0,,100.0,,"Luebke, William tgsc",2003,Penta International Corporation
1031551,"['melon','green','cucumber','woody','orris']",true,Green cucumber and melon with a woody orris-type nuance,,,,,,,,,,"Mosciano, Gerard P&F 20, No. 1, 31",1995,
1031571,"['green','cucumber','oily','violet leaf']",true,green cucumber oily violet leafy,1.0,dipropylene glycol,high,1.0,240.0,,,100.0,,"Luebke, William tgsc",1996,Sigma-Aldrich
1031571,"['green','leafy','fatty','nutty']",true,Green leafy with a mild fatty and oxidized nutty nuance,1.0,,,,,,,,,"Mosciano, Gerard P&F 25, No. 5, 72",2000,
1031581,"['amber','musk','woody']",true,"ambery, musky, and woody notes",100.0,,,,,,,,,,,
1031591,"['green','cucumber','fresh','oily','painty']",true,green cucumber fresh oily painty,100.0,,,,92.0,,,100.0,,"Luebke, William tgsc",1996,"Bedoukian Research, Inc."
1031601,"['herbal','grapefruit','buchu','oily','minty']",true,grapefruit buchu oily mint,0.1,propylene glycol,,,,,,,,,,
1031611,"['green','fatty','dry','cucumber','violet leaf']",true,green fatty dry cucumber violet leaf,1.0,dipropylene glycol,high,1.0,240.0,,,100.0,,"Luebke, William tgsc",1995,Sigma-Aldrich
1031611,"['green','cucumber','melon','fatty','vegetable']",true,"Green, cucumber, melon, fatty and vegetative",,,,,,,,,,"Mosciano, Gerard P&F 21, No. 5, 49",1996,
1031671,"['herbal','grapefruit','vetiver']",true,grapefruit vetiver,0.1,propylene glycol,,,,,,,,,,
1031741,"['citrus','grapefruit','celery','stalk','rosey','fruity','orange','flower','neroli','bready','vegetable']",false,citrus grapefruit celery stalk rosey fruity orange flower neroli bready vegetable,0.1,dipropylene glycol,,,,,,,,,,
1031751,"['mild','sulfurous','acidic']",false,mild sulfurous acidic,100.0,,,,,,,,,,,
1031761,"['floral','green','spicy','fruity','rose tea rose']",true,green spicy floral fruity tea rose,100.0,,,,,48.0,,100.0,,,,
1031801,"['spicy','floral','sweet','cinnamon','cherry','vanilla']",true,spicy floral sweet cinnamon cherry vanilla,100.0,,,,,,,,,,,
1031831,"['balsamic','tonka','sweet']",true,balsam tonka sweet,100.0,,,,,,,,,,,
1031841,"['earthy','potato raw potato','green','pepper bell pepper','nutty']",true,raw potato earthy bell pepper nutty,0.1,dipropylene glycol,,,,,,,,,,
1031851,"['fruity','fresh','waxy','green','oily','earthy','creamy','natural','jasmin']",true,fresh waxy fruity green oily earthy creamy natural jasmin,100.0,,,,24.0,,,100.0,,"Luebke, William tgsc",1997,Sigma-Aldrich
1031851,"['fruity','sweet','oily','waxy','green','creamy']",true,"Sweet, fruity, oily-waxy, with a green creamy nuance",,,,,,,,,,"Mosciano, Gerard P&F 18, No. 1, 43",1993,
1031871,"['animal','fecal','phenolic','medicinal']",true,faint putrid sweet cadaverous,10.0,dipropylene glycol,,,,,,,,,,
1031881,"['sweet','fruity','gooseberry','grape','almond']",false,sweet fruity gooseberry grape almond,,,,,,,,,,,,
1031901,"['spicy','cinnamon','floral']",true,spicy cinnamon floral,100.0,,,,,,,,,,,
1031911,"['chocolate','almond roasted almond','hazelnut','peanut']",true,roasted almond hazelnut peanut,0.1,dipropylene glycol,,,,,,,,,,
1031941,"['caramellic','fruity','buttery']",true,caramel fruity buttery,10.0,dipropylene glycol,low,10.0,,,,,,,,
1031951,"['powdery','dry','sweet','cherry','fruity','heliotrope','almond','anisic','vanilla']",true,dry sweet powdery cherry fruity heliotrope almond anisic vanilla,10.0,dipropylene glycol,,,,,,,,"Luebke, William tgsc",2009,Kingchem Laboratories Inc.
1031951,"['powdery','sweet','cherry','vanilla','coumarinic','heliotrope']",true,"Sweet, powdery, cherry, vanilla, coumarin, heliotropine",,,,,,,,,,"Mosciano, Gerard P&F 23, No. 5, 49",1998,
1031961,"['cereal','bready','caramellic']",true,cereal bready caramellic,0.1,propylene glycol,,,,,,,,,,
1032001,"['ethereal','sweet','fruity']",true,ether sweet fruity,10.0,dipropylene glycol,,,,,,,,,,
1032001,"['ethereal','solvent','estery','fruity','winey','cognac','rummy']",true,"Etherial and solvent-like, estry, fruity, winey, cognac and rum",,,,,,,,,,"Mosciano, Gerard P&F 19, No. 5, 79",1994,
1032011,"['woody','sandalwood','herbal','tropical']",true,woody sandalwood herbal tropical,10.0,dipropylene glycol,medium,10.0,336.0,,,100.0,,"Luebke, William tgsc",1997,Firmenich Inc.
1032031,"['floral','sweet','balsamic','heliotrope','cherry','anisic']",true,sweet balsam heliotrope cherry anisic,100.0,,,,,,,,,,,
1032051,"['floral','lily','muguet']",true,floral lily hydroxycitronellal muguet,100.0,,,,,,,,,"Luebke, William tgsc",1994,International Flavors & Fragrances Inc.
1032081,"['fruity','ethereal']",true,powerful fruity ether,10.0,dipropylene glycol,,,,,,,,,,
1032091,"['anisic','herbal','anise','sweet']",true,herbal anise sweet,100.0,,,,,,,,,,,
1032101,"['floral','narcissus']",true,narcissus,,,,,,,,,,,,
1032111,"['naphthyl','sweet','nutty','floral','earthy','walnut']",true,sweet nutty floral earthy walnut,1.0,dipropylene glycol,,,,,,,,,,
1032111,"['naphthyl','camphoreous','phenolic','woody','orchid']",true,"Naphthyl, camphoreous, phenolic and woody with a salicylate nuance",1.0,,,,,,,,,"Mosciano, Gerard P&F 23, No. 3, 55",1998,
1032141,"['floral','rose','jasmin','muguet','lilac','woody']",true,floral rose jasmin muguet lilac woody,100.0,,,,,,,,,"Luebke, William tgsc",1998,International Flavors & Fragrances Inc.
1032151,"['tobacco','burnt','phenolic','meaty','powdery','capers']",true,tobacco burnt phenolic meaty powdery capers,0.1,dipropylene glycol,high,0.1,9.0,,,0.1,dipropylene glycol,"Luebke, William tgsc",2008,"Sigma-Aldrich, Inc.: Aldrich"
1032161,"['mild','spicy']",false,mild spicy,100.0,,,,,,,,,,,
1032181,"['fruity','sweet','berry','juicy fruit','earthy','floral','jasmin']",true,sweet fruity berry juicy earthy floral jasmin,100.0,,,,,,,,,,,
1032181,"['fruity','sweet','berry','juicy','bubble gum','tropical','juicy fruit','pulpy','fruit overripe fruit']",true,"Sweet, fruity, berry-like with a juicy fruit and bubble gum character and a tropical fruity pulpy and over ripe fruit nectar like nuance",5.0,,,,,,,,,"Mosciano, Gerard P&F 26, No. 3, 80",2001,
1032191,"['woody','earthy','patchouli','warm','bready']",true,woody earthy patchouli warm bread,100.0,,,,400.0,,,100.0,,,,
1032201,"['floral','fruity','tropical','jasmin','green','mango']",true,fruity tropical jasmin green mango,100.0,,,,,,,,,,,
1032221,"['floral','green','woody','mimosa','gardenia']",true,green floral woody mimosa gardenia,100.0,,,,,,,,,,,
1032231,"['spicy','floral','wintergreen','anise','waxy','minty']",true,floral spicy wintergreen anise waxy mint,1.0,dipropylene glycol,,,,,,,,,,
1032231,"['spicy','floral','wintergreen','tarragon','waxy','cooling','minty']",true,"Floral, spicy, wintergreen, estragole and waxy with cooling, minty nuances",,,,,,,,,,"Mosciano, Gerard P&F 21, No. 3, 51",1996,
1032241,"['sulfurous','meaty','bloody']",true,sulfurous meaty bloody,0.1,propylene glycol,,,,,,,,,,
1032251,"['sulfurous','beefy','meaty']",true,repulsive beefy meaty,0.1,propylene glycol,,,,,,,,,,
1032251,"['sulfurous','savory','burnt','rubbery','roasted','chicken','pork','meaty','coffee roasted coffee','cheesy']",true,"sulfurous, savory burnt rubber, roasted chicken and pork meaty with nuances of roasted coffee, cultured cheeses and roasted cashew nuts.",0.1,,,,,,,,,"Mosciano, Gerard",2009,
1032261,"['fruity','green','lavender','fermented','yeasty']",true,fruity green lavender,100.0,,,,,,,,,,,
1032261,"['fruity','sweet','alcoholic','green']",true,"Sweet, fruity, alcoholic with a green nuance",,,,,,,,,,"Mosciano, Gerard P&F 16, No. 4, 45",1991,
1032271,"['phenolic','smoky','spicy','vanilla','woody']",true,phenolic smoke spice vanilla woody,1.0,dipropylene glycol,high,1.0,280.0,,,100.0,,"Luebke, William tgsc",1996,Sigma-Aldrich
1032271,"['phenolic','smoky','spicy','medicinal','vanilla','savory','meaty','woody']",true,"Phenolic, smoky, spicy, medicinal, vanilla and savory meaty with a woody nuance",,,,,,,,,,"Mosciano, Gerard P&F 22, No. 3, 47",1997,
1032272,"['phenolic','smoky','spicy','vanilla','woody']",true,phenolic smoke spice vanilla woody,1.0,dipropylene glycol,high,1.0,280.0,,,100.0,,"Luebke, William tgsc",1996,Sigma-Aldrich
1032272,"['phenolic','smoky','spicy','medicinal','vanilla','savory','meaty','woody']",true,"Phenolic, smoky, spicy, medicinal, vanilla and savory meaty with a woody nuance",,,,,,,,,,"Mosciano, Gerard P&F 22, No. 3, 47",1997,
1032311,"['fruity','herbal','earthy','cheesy','apple','green']",true,herbal fruity earthy cheese apple green,100.0,,,,,,,,,,,
1032311,"['fruity','sweaty','cheesy','green','apple skin','winey','cognac']",true,"Fruity, sweaty, cheesy, slightly green, with a heavy apple skin, winey and cognac nuance",1.0,,,,,,,,,"Mosciano, Gerard P&F 25, No. 6, 26",2000,
1032331,"['spicy','cinnamon']",true,spicy cinnamon,10.0,dipropylene glycol,,,,,,,,,,
1032341,"['balsamic','sweet','floral','oriental','storax']",true,sweet balsam floral oriental styrax,100.0,,,,48.0,,,100.0,,,,
1032351,"['woody','cedar','sweet','fresh']",true,woody cedar sweet fresh,100.0,,,,112.0,,,100.0,,"Luebke, William tgsc",1987,Elan Inc.
1032361,"['balsamic','sweet','hay','tonka','myrrh']",true,sweet balsam hay tonka myrrh,100.0,,,,,,,,,,,
1032371,"['coumarinic','tonka','leathery']",true,coumarin tonka liatrix leather,100.0,,,,,,,,,,,
1032381,"['green','sharp','fruity']",true,sharp green fruity,1.0,dipropylene glycol,,,,,,,,,,
1032431,"['fruity','sharp','tart','buttery','butterscotch']",true,sharp tart fruity buttery butterscotch,10.0,propylene glycol,high,10.0,4.0,,,100.0,,"Luebke, William tgsc",1985,Berje Inc.
1032431,"['fruity','sweet','acidic','ethereal','brown']",true,"Sweet, fruity, acidic, etherial with a brown nuance",,,,,,,,,,"Mosciano, Gerard P&F 18, No. 4, 51",1993,
1032581,"['floral','fruity','mango','pineapple','papaya','tropical']",true,fruity floral mango pineapple papaya mango tropical,100.0,,,,,,,,,"Luebke, William tgsc",1993,"Rhone Poulenc, Inc."
1032641,"['fruity','tropical','apricot','plum','balsamic','jammy','honey','bready','osmanthus','fruit dried fruit']",true,fruity tropical apricot plum balsamic jammy honey bready osmanthus dried fruit,100.0,,,,189.0,,,100.0,,"Luebke, William tgsc",2021,Berje Inc.
1032641,"['fruity','sweet','juicy fruit','honey','tropical','fermented','sugar','jammy','osmanthus']",true,"sweet rich fruity, juicy fruit, honey, tropical fruity with fermented sugar, and jammy osmanthus like nuances",1.0,,,,,,,,,"Mosciano, Gerard",2009,
1032651,"['floral','sweet','dry','herbal','waxy','aldehydic','citrus']",true,sweet dry floral herbal waxy aldehydic citrus,10.0,dipropylene glycol,high,10.0,16.0,,,100.0,,"Luebke, William tgsc",1984,CA Aromatics Company Inc.
1032651,"['floral','sweet','rose','waxy','citrus','green']",true,"Sweet, floral rosy waxy and citrus green",,,,,,,,,,"Mosciano, Gerard P&F 14, No. 6, 47",1989,
1032661,['odorless'],false,odorless,100.0,,,,,,,,,,,
1032681,"['caramellic','spicy','maple']",true,spice caramel maple,10.0,dipropylene glycol,medium,10.0,,1.0,,100.0,,,,
1032681,"['caramellic','sweet','bready','brown','coffee']",true,"Sweet, caramellic, bready, brown, coffee-like",,,,,,,,,,"Mosciano, Gerard P&F 17, No. 4, 33",1992,
1032701,"['spicy','cinnamon','woody','herbal']",true,spice cinnamon woody herbal,10.0,dipropylene glycol,,,,,,,,,,
1032701,"['spicy','cassia','cinnamon','woody','herbal','medicinal']",true,"Spicy, cassia, cinnamon and woody with herbal, medicinal nuances",,,,,,,,,,"Mosciano, Gerard P&F 22, No. 2, 69",1997,
1032711,"['fresh','citrus','terpene','woody','spice']",false,fresh citrus terpene woody spice,1.0,dipropylene glycol,high,1.0,,,2.0,100.0,,,,
1032712,"['terpenic','fresh','citrus','woody','spicy']",true,fresh citrus terpene woody spice,1.0,dipropylene glycol,high,1.0,,,2.0,100.0,,"Luebke, William tgsc",1984,Berje Inc.
1032712,"['terpenic','chemical','woody','citrus','lemon','spicy','cumin','origanum','cilantro']",true,"Harsh chemical, woody and terpy-like with an oxidized citrus lemon note. It has spicy nuances reminiscent of cumin, oregano and cilantro",1.0,ethyl alcohol,,,,,,,,"Mosciano, Gerard P&F 25, No. 6, 26",2000,
1032721,"['fatty','green','fruity','pineapple','earthy']",true,fatty green fruity pineapple earthy,100.0,,,,,,,,,,,
1032731,['odorless'],false,odorless,,,,,,,,,,,,
1032741,"['orris','woody','powdery','floral','violet','tropical','tobacco','creamy']",true,orris woody powdery floral violet tropical tobacco creamy,10.0,dipropylene glycol,medium,10.0,328.0,,,100.0,,"Luebke, William tgsc",2017,International Flavors & Fragrances Inc.
1032751,"['woody','musk','patchouli','oakmoss']",true,musk patchouli oakmoss,100.0,,,,,,,,,,,
1032761,"['herbal','floral','hyacinth','cananga','fruity','currant black currant']",true,herbal floral hyacinth cananga fruity blackcurrant,100.0,,,,,,,,,,,
1032771,"['fruity','sweet','banana','pineapple','cheesy']",true,fruity sweet banana pineapple cheese,10.0,dipropylene glycol,,,,,,,,,,
1032771,"['fruity','sweet','banana','pineapple','cheesy']",true,"Fruity, sweet, banana, pineapple, with cheese-like nuances",,,,,,,,,,"Mosciano, Gerard P&F 17, No. 3, 57",1992,
1032781,"['waxy','fatty','petal']",true,fatty waxy petal,100.0,,,,,,,,,,,
1032791,"['green','privet','fruity','tropical','orange']",true,green privet fruity tropical orange,100.0,,medium,10.0,8.0,,,100.0,,"Luebke, William tgsc",1991,"Bedoukian Research, Inc."
1032791,"['green','oily','fatty','waxy','fruity']",true,"Green, oily, fatty and waxy with a fruity nuance",,,,,,,,,,"Mosciano, Gerard P&F 15, No. 6, 35",1990,
1032801,"['fruity','sweet','pear','waxy','tropical','winey']",true,sweet fruity pear waxy tropical wine,100.0,,,,,,,,,,,
1032801,"['fruity','sweet','pear','waxy','winey','tropical']",true,"Sweet, fruity, pear-like, waxy, winey, with a slight tropical nuance",10.0,,,,,,,,,"Mosciano, Gerard P&F 26, No. 2, 40",2001,
1032811,"['floral','rose','lily','muguet']",true,floral rose lily muguet,100.0,,,,,,,,,,,
1032821,"['buttery','sweet','fruity','creamy','fatty']",true,sweet fruity buttery creamy fatty,1.0,dipropylene glycol,,,,,,,,,,
1032821,"['buttery','sweet','fruity','creamy','brown','fatty']",true,"Sweet, fruity, buttery, creamy, with a brown fatty nuance",,,,,,,,,,"Mosciano, Gerard P&F 17, No. 3, 57",1992,
1032831,"['tobacco','animal','sweet','herbal']",true,tobacco animal sweet herbal,0.1,dipropylene glycol,medium,0.1,40.0,,,100.0,,"Luebke, William tgsc",1989,"Bedoukian Research, Inc."
1032841,"['green','sharp','solvent','herbal','fruity','dairy','spicy']",true,sharp solvent green herbal fruity dairy spice,10.0,dipropylene glycol,,,,,,,,,,
1032841,"['green','sharp','solvent','herbal','fruity','dairy']",true,"Sharp solvent-like with green, herbal, fruity and dairy nuances",,,,,,,,,,"Mosciano, Gerard P&F 21, No. 1, 33",1996,
1032851,"['woody','fresh','ozone','clean','fresh outdoors']",true,fresh woody ozone clean outdoor,100.0,,,,156.0,,,100.0,,,,
1032861,"['balsamic','green','spicy','hyacinth','lilac','honeysuckle']",true,green spicy hyacinth balsam lilac honeysuckle,100.0,,,,,,,,,"Luebke, William tgsc",1990,International Flavors & Fragrances Inc.
1032871,"['floral','hawthorn','jasmin','lilac','elderflower']",true,mild floral hawthorn jasmin lilac elderflower,100.0,,,,112.0,,,100.0,,"Luebke, William tgsc",1989,"Bedoukian Research, Inc."
1032881,"['camphoreous','fruity','berry']",true,fruity berry camphor,100.0,,,,,,,,,,,
1032891,"['floral','fresh','sweet','jasmin','spicy','leafy','herbal','fruity']",true,fresh sweet jasmin spicy leaf herbal fruity,10.0,dipropylene glycol,medium,10.0,8.0,,,100.0,,"Luebke, William tgsc",1988,"Bedoukian Research, Inc."
1032901,"['fruity','strawberry','raspberry','plum']",true,fruity strawberry raspberry plum,100.0,,,,,,,,,,,
1032921,"['floral','green','geranium','honey','powdery','papaya','tropical','raisin','plum']",true,floral green geranium honey powdery papaya tropical raisin plum,100.0,,,,94.0,,,100.0,,"Luebke, William tgsc",2021,Vigon International
1032921,"['floral','green','fruity','powdery','honey']",true,"Floral, green, fruity and powdery with a honey nuance",,,,,,,,,,"Mosciano, Gerard P&F 20, No. 5, 49",1995,
1032931,"['floral','sweet','earthy','musty']",true,sweet floral earthy musty,10.0,dipropylene glycol,,,,,,,,,,
1032941,"['green','fruity']",true,green fruity,10.0,dipropylene glycol,,,,,,,,,,
1032951,"['floral','rose','geranium','green','herbal','metallic']",true,rose geranium green herbal metallic,10.0,dipropylene glycol,medium,10.0,4.0,,,100.0,,"Luebke, William tgsc",1984,"Fritzsche Dodge & Olcott, Inc."
1032961,"['fruity','sweet','fruit dried fruit','honey','floral']",true,sweet fruit honey floral,100.0,,,,,,,,,,,
1032971,"['woody','sweet','fruity','spicy','sugar burnt sugar']",true,sweet woody fruity spice burnt sugar,100.0,,,,,,,,,,,
1032981,"['honey','fruity','winey','balsamic','floral']",true,honey fruity wine balsam floral,100.0,,,,,,,,,,,
1032991,"['vegetable','musty','potato','tomato','earthy','creamy']",true,musty potato tomato earthy vegetable creamy,0.1,propylene glycol,,,,,,,,,,
1032991,"['vegetable','oily','creamy','tomato','potato','yeasty','bready','cheesy limburger cheese','savory','meaty','brothy']",true,"Vegetable oil. Creamy tomato, potato skin and French fry, yeasty, bready, limburger cheese with a savory meaty brothy nuance",0.1,,,,,,,,,"Mosciano, Gerard P&F 24, No. 5, 41",1999,
1033001,"['waxy','fruity','green','floral','violet']",true,waxy fruity green floral violet,100.0,,,,,,,,,,,
1033001,"['waxy','fruity','meaty','fatty','milky']",true,"Waxy, fruity, meaty and fatty with a milky nuance",,,,,,,,,,"Mosciano, Gerard P&F 19, No. 4, 45",1994,
1033021,"['cheesy','sour']",true,sour cheese,10.0,dipropylene glycol,medium,10.0,,4.0,,100.0,,,,
1033031,['bland'],false,bland peptone,100.0,,,,,,,,,,,
1033051,"['floral','rose']",true,floral rose,10.0,dipropylene glycol,,,,,,,,,,
1033091,"['powdery','creamy','warm','musk','fresh','fruity','apple']",true,powdery creamy warm musk fresh fruity apple,100.0,,,,,48.0,,100.0,,,,
1033101,"['floral','neroli','grape']",true,floral neroli grape,100.0,,,,,,,,,,,
1033101,"['floral','sweet','grape','candy','fruity','berry','winey']",true,sweet concord grape anthranilate-like with a slight candy syrupy fruity berry aftertaste and slight floral and winey nuances,1.0,,,,,,,,,"Mosciano, Gerard",2009,
1033131,"['woody','woody old wood','amber','tobacco','herbal']",true,woody old wood amber tobacco hot herbal,100.0,,,,96.0,,,100.0,,"Luebke, William tgsc",1987,Roure Bertrand Dupont Inc.
1033141,"['green','waxy','oily','fatty','sweet','leafy','orange']",true,green waxy oily fatty sweet leaf orange,100.0,,,,,,,,,,,
1033141,"['green','waxy','oily','fatty']",true,"Green, waxy, oily and fatty",,,,,,,,,,"Mosciano, Gerard P&F 18, No. 3, 53",1993,
1033151,['amber'],true,ambery,100.0,,,,,,,,,,,
1033161,"['floral','green','rose','geranium','herbal','fruity','tea']",true,green rose geranium herbal fruity tea,100.0,,,,,,,,,"Luebke, William tgsc",1998,CA Aromatics Company Inc.
1033161,"['floral','green','metallic','sweet','fruity','citrus','tropical']",true,"Green, metallic, sweet, fruity, floral, citrus and tropical",,,,,,,,,,"Mosciano, Gerard P&F 16, No. 4, 45",1991,
1033181,"['fruity','floral','green','jammy','berry']",true,fruity floral green jammy berry,100.0,,,,10.0,,,100.0,,,,
1033181,"['fruity','floral','sweet','green','tutti frutti','powdery']",true,fruity geranium green neroli grape berry jam waxy,100.0,,,,,,,,,"Luebke, William tgsc",2009,Alfrebro LLC/ Archer Daniels Midland Company
1033181,"['fruity','floral','sweet','green','tutti frutti','powdery']",false,"Fruity, floral, sweet, green, tutti-frutti, with a powdery nuance",,,,,,,,,,"Mosciano, Gerard P&F 18, No. 2, 38",1993,
1033201,"['floral','sweaty','rose','bergamot','citrus','fruity']",true,sweaty floral rose bergamot citrus fruity,100.0,,,,,,,,,,,
1033201,"['floral','sour','sweaty','rose','bergamot','citrus','fruity','blueberry','cranberry','apple','grape']",true,"Sour sweaty with floral rosy under notes, a bergamot citrus nuance and fruity notes of blueberry, cranberry, apple and grape",1.0,,,,,,,,,"Mosciano, Gerard P&F 26, No. 2, 40",2001,
1033211,"['tropical','autumn','fresh','ozone','orris','woody','earthy']",true,tropical autumn fresh ozone orris woody earthy,10.0,dipropylene glycol,medium,10.0,85.0,,,100.0,,"Luebke, William tgsc",2010,"The John D. Walsh Company, Inc"
1033241,"['floral','fruity','waxy','reseda']",true,fruity floral waxy mignonette,100.0,,,,,,,,,,,
1033251,"['animal','fecal','earthy','jasmin']",true,animal indole earthy jasmin,1.0,dipropylene glycol,high,1.0,400.0,,,10.0,,"Luebke, William tgsc",1987,Harrmann & Reimer Corporation
1033271,"['fruity','sweet','apple','green','tropical','plum','woody']",true,sweet fruity apple green tropical plum woody,100.0,,,,12.0,,,100.0,,"Luebke, William tgsc",1985,International Flavors & Fragrances Inc.
1033291,['odorless'],false,bland odorless,100.0,,,,,,,,,,,
1033301,"['floral','sweet','rose','mushroom','cognac']",true,sweet rose mushroom floral cognac,100.0,,,,,,,,,,,
1033321,"['fruity','apple','hazelnut','citrus']",true,fruity apple hazelnut citrus,100.0,,,,,,,,,,,
1033361,"['herbal','fruity','spicy']",true,fruity herbal spicy,1.0,dipropylene glycol,,,,,,,,,,
1033371,"['fruity','fatty']",true,fruity fatty,100.0,,,,,,,,,,,
1033371,['fruity'],true,,,,,,,,,,,,,
1033381,['fruity'],false,fruity,100.0,,,,,,,,,,,
1033391,"['earthy','rooty','orange','basil','bois de rose','honey']",true,rooty orange basil bois de rose earthy honey,100.0,,,,,,,,,"Luebke, William tgsc",1986,"Nickstadt Moeller, Inc."
1033401,"['fruity','sweet','mushroom','floral','raspberry','jammy','green']",true,sweet fruity mushroom floral raspberry jammy green,100.0,,,,,,,,,,,
1033401,"['fruity','sweet','woody','floral','jammy','green']",true,"Sweet, fruity, woody and floral with a jammy and green nuance",,,,,,,,,,"Mosciano, Gerard P&F 21, No. 5, 49",1996,
1033411,"['floral','warm','rose','honey','apple','pineapple']",true,mild warm floral rose honey apple pineapple,100.0,,,,,,,,,,,
1033451,"['fresh','cyclamen','orange','dry','sweet','aldehydic','amber','woody','costus']",true,fresh cyclamen orange dry sweet aldehydic amber woody costus,10.0,dipropylene glycol,medium,10.0,168.0,,,100.0,,"Luebke, William tgsc",1988,"Fritzsche Dodge & Olcott, Inc."
1033451,"['sweet','floral','fruity','citrus','green','powdery','melon']",true,"Sweet, floral, fruity, citrus with a slight green powdery melon afternote",,,,,,,,,,"Mosciano, Gerard P&F 16, No. 2, 49",1991,
1033551,"['floral','rose','soapy','citrus','dewy','pear']",true,floral rose soapy citrus dewy pear,100.0,,,,52.0,,,100.0,,"Luebke, William tgsc",1982,Berje Inc.
1033551,"['floral','rose','sweet','soapy','citrus','grapefruit','fruity','tropical']",true,"Floral, rosy, sweet, soapy, citrus, grapefruit and fruity with a tropical nuance",,,,,,,,,,"Mosciano, Gerard P&F 22, No. 3, 47",1997,
1033552,"['floral','rose','soapy','citrus','dewy','pear']",true,floral rose soapy citrus dewy pear,100.0,,,,52.0,,,100.0,,"Luebke, William tgsc",1982,Berje Inc.
1033552,"['floral','rose','sweet','soapy','citrus','grapefruit','fruity','tropical']",true,"Floral, rosy, sweet, soapy, citrus, grapefruit and fruity with a tropical nuance",,,,,,,,,,"Mosciano, Gerard P&F 22, No. 3, 47",1997,
1033561,['bland'],false,bland,10.0,water,,,,,,,,,,
1033571,"['floral','sweet','neroli','orangeflower','powdery','honey']",true,sweet neroli orange blossom neroli powdery,10.0,dipropylene glycol,medium,10.0,400.0,,,20.0,dipropylene glycol,"Luebke, William tgsc",1985,Givaudan Corporation
1033581,"['cheesy','cheesy parmesan cheese','caramellic','buttery']",true,cheese parmesan romano ricotta,0.1,propylene glycol,medium,0.1,,24.0,,100.0,,,,
1033701,"['honey','rose','musty','mushroom']",true,honey rose musty mushroom,100.0,,,,,,,,,,,
1033711,"['woody','floral','pine','balsamic','violet','orris']",true,woody floral pine balsam violet methyl ionone,100.0,,,,12.0,,,100.0,,"Luebke, William tgsc",1988,International Flavors & Fragrances Inc.
1033721,"['herbal','sweet','winey']",true,deep sweet herbal wine,100.0,,,,,,,,,,,
1033731,"['balsamic','urine']",true,faint balsam urine,100.0,,,,,,,,,,,
1033751,"['balsam','fruity','tropical','cinnamyl','berry','strawberry','peach']",false,balsam fruity tropical cinnamyl berry strawberry peach,100.0,,,,,,,,,,,
