Ser. No.,Primary Odor,Sub Odor,CAS Number,Chemical Name
27230,Lemon,Fruity,122-70-3,2-Phenylethyl propionate
27231,Lemon,Sweet,122-70-3,2-Phenylethyl propionate
27232,Lemon,Fruity,122-72-5,3-Phenylpropyl acetate
27233,Lemon,Sweet,122-72-5,3-Phenylpropyl acetate
27234,Lemon,Fruity,122-73-6,Benzyl isoamyl ether
27235,Lemon,Fruity,122-84-9,4-Methoxyphenylacetone
27236,Lemon,Sweet,122-84-9,4-Methoxyphenylacetone
27237,Lemon,Fruity,122-97-4,3-Phenyl-1-propanol
27238,Lemon,Sweet,122-97-4,3-Phenyl-1-propanol
27239,Lemon,Sweet,123-11-5,4-Methoxybenzaldehyde
27240,Lemon,Fruity,123-15-9,2-Methylpentanal
27241,Lemon,Fruity,123-19-3,4-Heptanone
27242,Lemon,Sweet,123-19-3,4-Heptanone
27243,Lemon,Fruity,123-25-1,Diethyl succinate
27244,Lemon,Fruity,123-29-5,Ethyl nonanoate
27245,Lemon,Sweet,123-35-3,Myrcene
27246,Lemon,Fruity,123-51-3,Isoamyl alcohol
27247,Lemon,Sweet,123-63-7,Paraldehyde
27248,Lemon,Fruity,123-66-0,Ethyl hexanoate
27249,Lemon,Sweet,123-66-0,Ethyl hexanoate
27250,Lemon,Fruity,123-68-2,Allyl hexanoate
27251,Lemon,Sweet,123-68-2,Allyl hexanoate
27252,Lemon,Fruity,123-86-4,Butyl acetate
27253,Lemon,Sharp,123-86-4,Butyl acetate
27254,Lemon,Sweet,123-86-4,Butyl acetate
27255,Lemon,Fruity,123-92-2,Isoamyl acetate
27256,Lemon,Sweet,123-92-2,Isoamyl acetate
27257,Lemon,Sweet,124-06-1,Ethyl tetradecanoate
27258,Lemon,Citrus,124-19-6,Nonanal
27259,Lemon,Lemon,124-19-6,Nonanal
27260,Lemon,Citrus,124-25-4,Tetradecanal
27261,Lemon,Fruity,124-25-4,Tetradecanal
27262,Lemon,Citrus,126-64-7,Linalyl benzoate
27263,Lemon,Fruity,126-64-7,Linalyl benzoate
27264,Lemon,Citrus,128-50-7,Nopol
27265,Lemon,Sweet,128-50-7,Nopol
27266,Lemon,Fruity,23495-12-7,2-Phenoxyethyl propionate
27267,Lemon,Fruity,35044-68-9,"2-Buten-1-one, 1-(2,6,6-trimethyl-1-cyclohexen-1-yl)-, (2Z)-"
27268,Lemon,Sweet,23747-48-0,"5-Methyl-6,7-dihydro-5H-cyclopenta[b]pyrazine"
27269,Lemon,Sweet,24050-16-6,2-Methylthiazolidine
27270,Lemon,Sweet,578-58-5,2-Methylanisole
27271,Lemon,Sweet,27538-10-9,2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone
27272,Lemon,Sweet,27593-23-3,6-Pentyl-2H-pyran-2-one
27273,Lemon,Fruity,29460-92-2,2-Isobutylpyrazine
27274,Lemon,Citrus,31375-17-4,Nerone
27275,Lemon,Fruity,31499-72-6,Dihydro-alpha-ionone
27276,Lemon,Fruity,32210-23-4,4-Tert-Butylcyclohexyl acetate
27277,Lemon,Sweet,32210-23-4,4-Tert-Butylcyclohexyl acetate
27278,Lemon,Fruity,10032-11-8,cis-3-Hexenyl 3-methylbutanoate
27279,Lemon,Sweet,10032-11-8,cis-3-Hexenyl 3-methylbutanoate
27280,Lemon,Sweet,41114-00-5,Ethyl pentadecanoate
27281,Lemon,Fruity,54814-64-1,Massoia lactone
27282,Lemon,Sweet,54814-64-1,Massoia lactone
27283,Lemon,Sweet,54982-83-1,"1,4-Dioxacyclohexadecane-5,16-dione"
27284,Lemon,Sweet,55013-32-6,cis-3-Methyl-4-octanolide
27285,Lemon,Fruity,58430-94-7,"3,5,5-Trimethylhexyl acetate"
27286,Lemon,Sweet,58430-94-7,"3,5,5-Trimethylhexyl acetate"
27287,Lemon,Fruity,60415-61-4,2-Pentyl butyrate
27288,Lemon,Sweet,60415-61-4,2-Pentyl butyrate
27289,Lemon,Sweet,23283-97-8,(+)-Isomenthol
27290,Lemon,Fruity,15323-35-0,Phantolide
27291,Lemon,Sweet,15323-35-0,Phantolide
27292,Lemon,Citrus,69929-16-4,"8-Ethoxy-2,6-dimethyloct-2-ene"
27293,Lemon,Fruity,71500-37-3,"Allyl 3,5,5-trimethylhexanoate"
27294,Lemon,Cool,76-50-6,Isobornyl isovalerate
27295,Lemon,Fruity,94-30-4,Ethyl 4-methoxybenzoate
27296,Lemon,Sweet,94-30-4,Ethyl 4-methoxybenzoate
27297,Lemon,Citrus,97-89-2,Citronellyl isobutyrate
27298,Lemon,Fruity,97-89-2,Citronellyl isobutyrate
27299,Lemon,Sweet,97-89-2,Citronellyl isobutyrate
27300,Lemon,Sweet,99-72-9,2-(4-Methylphenyl)propanal
27301,Lemon,Fruity,102-13-6,Isobutyl phenylacetate
27302,Lemon,Sweet,102-13-6,Isobutyl phenylacetate
27303,Lemon,Sweet,102-16-9,Benzyl phenylacetate
27304,Lemon,Fruity,71648-43-6,"Benzeneacetic acid, (2E)-3,7-dimethyl-2,6-octadien-1-yl ester"
27305,Lemon,Sweet,71648-43-6,"Benzeneacetic acid, (2E)-3,7-dimethyl-2,6-octadien-1-yl ester"
27306,Lemon,Fruity,103-60-6,2-Phenoxyethyl isobutyrate
27307,Lemon,Sweet,103-60-6,2-Phenoxyethyl isobutyrate
27308,Lemon,Fruity,104-09-6,(4-Methylphenyl)acetaldehyde
27309,Lemon,Sweet,104-09-6,(4-Methylphenyl)acetaldehyde
27310,Lemon,Fruity,104-20-1,4-(4-Methoxyphenyl)-2-butanone
27311,Lemon,Sweet,104-20-1,4-(4-Methoxyphenyl)-2-butanone
27312,Lemon,Fruity,104-27-8,"1-Penten-3-one, 1-(4-methoxyphenyl)-, (1E)-"
27313,Lemon,Sweet,104-27-8,"1-Penten-3-one, 1-(4-methoxyphenyl)-, (1E)-"
27314,Lemon,Sweet,104-64-3,3-Phenylpropyl formate
27315,Lemon,Sweet,105-95-3,"1,4-Dioxacycloheptadecane-5,17-dione"
27316,Lemon,Fruity,106-18-3,Butyl laurate
27317,Lemon,Fruity,106-72-9,"2,6-Dimethyl-5-heptenal"
27318,Lemon,Sweet,106-72-9,"2,6-Dimethyl-5-heptenal"
27319,Lemon,Fruity,107-86-8,3-Methyl-2-butenal
27320,Lemon,Sweet,107-86-8,3-Methyl-2-butenal
27321,Lemon,Fruity,109-15-9,Octyl isobutyrate
27322,Lemon,Fruity,109-42-2,Butyl undec-10-enoate
27323,Lemon,Citrus,110-39-4,Octyl butyrate
27324,Lemon,Fruity,110-39-4,Octyl butyrate
27325,Lemon,Sweet,110-39-4,Octyl butyrate
27326,Lemon,Citrus,110-41-8,2-Methylundecanal
27327,Lemon,Fruity,112-19-6,10-Undecen-1-yl acetate
27328,Lemon,Sharp,112-19-6,10-Undecen-1-yl acetate
27329,Lemon,Citrus,115-99-1,Linalyl formate
27330,Lemon,Fruity,115-99-1,Linalyl formate
27331,Lemon,Sweet,116-26-7,Safranal
27332,Lemon,Fruity,120-50-3,Isobutyl benzoate
27333,Lemon,Sweet,120-50-3,Isobutyl benzoate
27334,Lemon,Fruity,122-74-7,3-Phenylpropyl propionate
27335,Lemon,Fruity,122-91-8,4-Methoxybenzyl formate
27336,Lemon,Sweet,122-91-8,4-Methoxybenzyl formate
27337,Lemon,Fruity,138-23-8,Rhodinyl isobutyrate
27338,Lemon,Sweet,138-23-8,Rhodinyl isobutyrate
27339,Lemon,Fruity,141-15-1,Rhodinyl butyrate
27340,Lemon,Fruity,142-60-9,Octyl propionate
27341,Lemon,Sweet,142-60-9,Octyl propionate
27342,Lemon,Sweet,144-39-8,Linalyl propionate
27343,Lemon,Cool,472-66-2,"2,6,6-Trimethyl-1-cyclohexene-1-acetaldehyde"
27344,Lemon,Fruity,472-66-2,"2,6,6-Trimethyl-1-cyclohexene-1-acetaldehyde"
27345,Lemon,Cool,564-94-3,Myrtenal
27346,Lemon,Sweet,564-94-3,Myrtenal
27347,Lemon,Fruity,591-68-4,Butyl valerate
27348,Lemon,Sweet,591-68-4,Butyl valerate
27349,Lemon,Fruity,591-80-0,4-Pentenoic acid
27350,Lemon,Fruity,606-45-1,Methyl 2-methoxybenzoate
27351,Lemon,Sweet,613-70-7,2-Methoxyphenyl acetate
27352,Lemon,Fruity,623-19-8,Furfuryl propionate
27353,Lemon,Sweet,623-19-8,Furfuryl propionate
27354,Lemon,Fruity,623-21-2,Furfuryl butyrate
27355,Lemon,Fruity,625-60-5,S-Ethyl thioacetate
27356,Lemon,Fruity,629-33-4,Hexyl formate
27357,Lemon,Sweet,629-33-4,Hexyl formate
27358,Lemon,Fruity,637-65-0,Tetrahydrofurfuryl propionate
27359,Lemon,Fruity,638-11-9,Isopropyl butyrate
27360,Lemon,Sweet,638-11-9,Isopropyl butyrate
27361,Lemon,Sweet,638-25-5,Pentyl octanoate
27362,Lemon,Fruity,698-10-2,5-Ethyl-3-hydroxy-4-methylfuran-2(5H)-one
27363,Lemon,Sweet,698-10-2,5-Ethyl-3-hydroxy-4-methylfuran-2(5H)-one
27364,Lemon,Fruity,698-27-1,2-Hydroxy-4-methylbenzaldehyde
27365,Lemon,Sweet,705-73-7,1-Phenyl-2-pentanol
27366,Lemon,Fruity,710-04-3,delta-Undecalactone
27367,Lemon,Sweet,710-04-3,delta-Undecalactone
27368,Lemon,Fruity,762-29-8,"5,9,13-Pentadecatrien-2-one, 6,10,14-trimethyl-"
27369,Lemon,Sweet,765-70-8,"3-Methylcyclopentane-1,2-dione"
27370,Lemon,Sweet,881-68-5,4-Formyl-2-methoxyphenyl acetate
27371,Lemon,Fruity,925-78-0,3-Nonanone
27372,Lemon,Sweet,925-78-0,3-Nonanone
27373,Lemon,Citrus,1079-01-2,Myrtenyl acetate
27374,Lemon,Cool,1079-01-2,Myrtenyl acetate
27375,Lemon,Fruity,1079-01-2,Myrtenyl acetate
27376,Lemon,Sweet,1079-01-2,Myrtenyl acetate
27377,Lemon,Sweet,1727-68-0,"2,2,3-Trimethylcyclopent-3-ene-1-ethyl acetate"
27378,Lemon,Fruity,1838-59-1,Allyl formate
27379,Lemon,Sweet,1901-38-8,alpha-Campholenol
27380,Lemon,Fruity,2270-60-2,Methyl citronellate
27381,Lemon,Sweet,2270-60-2,Methyl citronellate
27382,Lemon,Citrus,2305-25-1,Ethyl 3-hydroxyhexanoate
27383,Lemon,Fruity,2305-25-1,Ethyl 3-hydroxyhexanoate
27384,Lemon,Sweet,2305-25-1,Ethyl 3-hydroxyhexanoate
27385,Lemon,Fruity,2306-88-9,Octyl octanoate
27386,Lemon,Sweet,2306-88-9,Octyl octanoate
27387,Lemon,Sweet,2308-18-1,Isoamyl acetoacetate
27388,Lemon,Fruity,2349-13-5,Heptyl isobutyrate
27389,Lemon,Sweet,2349-13-5,Heptyl isobutyrate
27390,Lemon,Fruity,2408-20-0,Allyl propionate
27391,Lemon,Sharp,2408-20-0,Allyl propionate
27392,Lemon,Fruity,4077-47-8,"2,5-Dimethyl-4-methoxy-3(2H)-furanone"
27393,Lemon,Sweet,4077-47-8,"2,5-Dimethyl-4-methoxy-3(2H)-furanone"
27394,Lemon,Fruity,4166-20-5,"2,5-Dimethyl-4-oxo-4,5-dihydrofuran-3-yl acetate"
27395,Lemon,Sweet,4166-20-5,"2,5-Dimethyl-4-oxo-4,5-dihydrofuran-3-yl acetate"
27396,Lemon,Fruity,4208-49-5,Allyl 2-furoate
27397,Lemon,Fruity,4265-16-1,2-Benzofurancarboxaldehyde
27398,Lemon,Fruity,4265-97-8,Heptyl octanoate
27399,Lemon,Fruity,6222-35-1,Cyclohexyl propionate
27400,Lemon,Sweet,6222-35-1,Cyclohexyl propionate
27401,Lemon,Fruity,6290-37-5,2-Phenylethyl hexanoate
27402,Lemon,Sweet,6290-37-5,2-Phenylethyl hexanoate
27403,Lemon,Fruity,6380-23-0,"3,4-Dimethoxystyrene"
27404,Lemon,Citrus,7492-67-3,Citronelloxyacetaldehyde
27405,Lemon,Sweet,7492-67-3,Citronelloxyacetaldehyde
27406,Lemon,Fruity,7492-69-5,"Benzyl 2,3-dimethylcrotonate"
27407,Lemon,Sweet,7493-57-4,(2-(1-Propoxyethoxy)ethyl)benzene
27408,Lemon,Fruity,7493-65-4,Allyl cyclohexanebutyrate
27409,Lemon,Fruity,7493-66-5,Allyl cyclohexanehexanoate
27410,Lemon,Fruity,7493-68-7,Allyl cyclohexanevalerate
27411,Lemon,Fruity,7493-69-8,Allyl 2-ethylbutyrate
27412,Lemon,Fruity,7493-72-3,Allyl nonanoate
27413,Lemon,Sweet,7493-72-3,Allyl nonanoate
27414,Lemon,Fruity,7493-76-7,Allyl 10-undecenoate
27415,Lemon,Fruity,7493-82-5,Pentyl heptanoate
27416,Lemon,Lemon,7493-82-5,Pentyl heptanoate
27417,Lemon,Fruity,7549-33-9,Anisyl propionate
27418,Lemon,Citrus,10022-28-3,"1,1-Dimethoxyoctane"
27419,Lemon,Sweet,10024-57-4,p-Tolyl laurate
27420,Lemon,Fruity,10024-64-3,Linalyl octanoate
27421,Lemon,Sweet,10024-64-3,Linalyl octanoate
27422,Lemon,Fruity,10031-71-7,"1,1-Dimethyl-3-phenylpropyl isobutyrate"
27423,Lemon,Sweet,10031-71-7,"1,1-Dimethyl-3-phenylpropyl isobutyrate"
27424,Lemon,Fruity,10031-86-4,1-Phenylpropyl butyrate
27425,Lemon,Citrus,10031-87-5,2-Ethylbutyl acetate
27426,Lemon,Fruity,10031-87-5,2-Ethylbutyl acetate
27427,Lemon,Sweet,10031-87-5,2-Ethylbutyl acetate
27428,Lemon,Fruity,10031-90-0,Ethyl 2-furanpropionate
27429,Lemon,Sweet,10031-90-0,Ethyl 2-furanpropionate
27430,Lemon,Fruity,10031-93-3,Ethyl 4-phenylbutanoate
27431,Lemon,Sweet,10031-93-3,Ethyl 4-phenylbutanoate
27432,Lemon,Fruity,10032-05-0,"1,1-Dimethoxyheptane"
27433,Lemon,Fruity,10032-13-0,Hexyl isovalerate
27434,Lemon,Sweet,10032-13-0,Hexyl isovalerate
27435,Lemon,Fruity,10039-39-1,2-Hexyl-4-acetoxytetrahydrofuran
27436,Lemon,Sweet,10039-39-1,2-Hexyl-4-acetoxytetrahydrofuran
27437,Lemon,Fruity,10094-36-7,Ethyl 3-cyclohexylpropanoate
27438,Lemon,Sweet,10094-36-7,Ethyl 3-cyclohexylpropanoate
27439,Lemon,Fruity,10415-87-9,3-Methyl-1-phenyl-3-pentanol
27440,Lemon,Sweet,10415-87-9,3-Methyl-1-phenyl-3-pentanol
27441,Lemon,Fruity,10415-88-0,4-Phenyl-2-butyl acetate
27442,Lemon,Sweet,10486-14-3,Rhodinyl phenylacetate
27443,Lemon,Lemon,10521-91-2,5-Phenylpentan-1-ol
27444,Lemon,Fruity,10522-18-6,Methyl 2-undecynoate
27445,Lemon,Sweet,10599-70-9,"3-Acetyl-2,5-dimethylfuran"
27446,Lemon,Sweet,13184-86-6,4-(Ethoxymethyl)-2-methoxyphenol
27447,Lemon,Fruity,13246-52-1,"Ethyl 2,4-dioxohexanoate"
27448,Lemon,Fruity,13327-56-5,Ethyl 3-(methylthio)propionate
27449,Lemon,Sweet,13494-06-9,"3,4-Dimethyl-1,2-cyclopentanedione"
27450,Lemon,Sweet,13494-07-0,"3,5-Dimethyl-1,2-cyclopentanedione"
27451,Lemon,Fruity,13532-18-8,Methyl 3-(methylthio)propionate
27452,Lemon,Sweet,13532-18-8,Methyl 3-(methylthio)propionate
27453,Lemon,Fruity,13678-60-9,Furfuryl isovalerate
27454,Lemon,Sweet,13679-70-4,5-Methyl-2-thiophenecarboxaldehyde
27455,Lemon,Fruity,13679-85-1,2-Methyltetrahydrothiophen-3-one
27456,Lemon,Cool,13679-86-2,Tetrahydro-5-isopropenyl-2-methyl-2-vinylfuran
27457,Lemon,Citrus,237-588-5,"2-Norbornanol, 1,3,3-trimethyl-, acetate"
27458,Lemon,Sweet,237-588-5,"2-Norbornanol, 1,3,3-trimethyl-, acetate"
27459,Lemon,Fruity,14360-50-0,2-Hexanoylfuran
27460,Lemon,Sweet,14360-50-0,2-Hexanoylfuran
27461,Lemon,Fruity,14436-32-9,9-Decenoic acid
27462,Lemon,Fruity,14481-52-8,alpha-Terpinyl anthranilate
27463,Lemon,Cool,14765-30-1,2-Sec-Butylcyclohexanone
27464,Lemon,Fruity,15111-96-3,Perillyl acetate
27465,Lemon,Fruity,15111-97-4,"p-Mentha-1,8(10)-dien-9-yl acetate"
27466,Lemon,Sweet,15111-97-4,"p-Mentha-1,8(10)-dien-9-yl acetate"
27467,Lemon,Fruity,15679-13-7,2-Isopropyl-4-methylthiazole
27468,Lemon,Sweet,15679-19-3,2-Ethoxythiazole
27469,Lemon,Fruity,15706-73-7,Butyl 2-methylbutyrate
27470,Lemon,Sweet,15706-73-7,Butyl 2-methylbutyrate
27471,Lemon,Sweet,15764-16-6,"2,4-Dimethylbenzaldehyde"
27472,Lemon,Fruity,16429-21-3,7-Hexyloxepan-2-one
27473,Lemon,Sweet,16429-21-3,7-Hexyloxepan-2-one
27474,Lemon,Citrus,30390-50-2,4-Decenal
27475,Lemon,Sweet,22104-79-6,2-Nonen-1-ol
27476,Lemon,Fruity,32665-23-9,Isopropyl isovalerate
27477,Lemon,Sweet,34047-39-7,4-(Methylthio)-2-butanone
27478,Lemon,Fruity,34545-88-5,"7-Methyl-4,4a,5,6-tetrahydro-2(3H)-naphthalenone"
27479,Lemon,Cool,36431-72-8,Theaspirane
27480,Lemon,Fruity,36701-01-6,Furfuryl pentanoate
27481,Lemon,Sweet,36701-01-6,Furfuryl pentanoate
27482,Lemon,Fruity,38446-21-8,Ethyl 2-(ethylamino)benzoate
27483,Lemon,Fruity,38462-22-5,p-Mentha-8-thiol-3-one
27484,Lemon,Sweet,39251-86-0,Hexyl 2-furoate
27485,Lemon,Fruity,39252-03-4,Furfuryl octanoate
27486,Lemon,Sweet,39252-03-4,Furfuryl octanoate
27487,Lemon,Citrus,40923-64-6,3-Heptyldihydro-5-methyl-2(3H)-furanone
27488,Lemon,Fruity,40923-64-6,3-Heptyldihydro-5-methyl-2(3H)-furanone
27489,Lemon,Sweet,42078-65-9,"2-Butenoic acid, 3-methyl-, 2-phenylethyl ester"
27490,Lemon,Fruity,43052-87-5,"2-Buten-1-one, 1-(2,6,6-trimethyl-2-cyclohexen-1-yl)-, (2E)-"
27491,Lemon,Sweet,43052-87-5,"2-Buten-1-one, 1-(2,6,6-trimethyl-2-cyclohexen-1-yl)-, (2E)-"
27492,Lemon,Fruity,50626-02-3,2-Phenyl-3-carbethoxyfuran
27493,Lemon,Fruity,52789-73-8,1-Acetylcyclohexyl acetate
27494,Lemon,Sweet,52789-73-8,1-Acetylcyclohexyl acetate
27495,Lemon,Cool,53399-81-8,Ethyl 2-methyl-4-pentenoate
27496,Lemon,Fruity,53399-81-8,Ethyl 2-methyl-4-pentenoate
27497,Lemon,Sweet,53399-81-8,Ethyl 2-methyl-4-pentenoate
27498,Lemon,Sweet,55066-56-3,p-Cresyl isovalerate
27499,Lemon,Fruity,55418-52-5,Piperonyl acetone
27500,Lemon,Sweet,55418-52-5,Piperonyl acetone
27501,Lemon,Fruity,57082-24-3,beta-Caryophyllene alcohol acetate
27502,Lemon,Fruity,57500-00-2,Methyl furfuryl disulfide
27503,Lemon,Sweet,59191-78-5,3-(Hydroxymethyl)octan-2-one
27504,Lemon,Cool,59259-38-0,Menthyl lactate
27505,Lemon,Fruity,60523-21-9,"Ethyl 2-methyl-3,4-pentadienoate"
27506,Lemon,Sweet,60523-21-9,"Ethyl 2-methyl-3,4-pentadienoate"
27507,Lemon,Sweet,61295-51-0,"2,6-Dimethyl-3-((2-methyl-3-furyl)thio)-4-heptanone"
27508,Lemon,Fruity,63449-68-3,Naphthalen-2-yl 2-aminobenzoate
27509,Lemon,Sweet,63449-68-3,Naphthalen-2-yl 2-aminobenzoate
27510,Lemon,Fruity,67633-97-0,3-Mercapto-2-pentanone
27511,Lemon,Sweet,67874-72-0,2-Tert-Pentylcyclohexyl acetate
27512,Lemon,Citrus,78-36-4,Linalyl butyrate
27513,Lemon,Fruity,78-36-4,Linalyl butyrate
27514,Lemon,Sweet,78-36-4,Linalyl butyrate
27515,Lemon,Citrus,80-27-3,Terpinyl propionate
27516,Lemon,Sweet,80-27-3,Terpinyl propionate
27517,Lemon,Sweet,81-15-2,Musk xylene
27518,Lemon,Sweet,87-22-9,Phenethyl salicylate
27519,Lemon,Fruity,57968-71-5,Diethyl tartrate
27520,Lemon,Citrus,88-41-5,2-Tert-Butylcyclohexyl acetate
27521,Lemon,Fruity,88-41-5,2-Tert-Butylcyclohexyl acetate
27522,Lemon,Citrus,90-87-9,2-Phenylpropionaldehyde dimethyl acetal
27523,Lemon,Sweet,90-87-9,2-Phenylpropionaldehyde dimethyl acetal
27524,Lemon,Fruity,93-92-5,1-Phenylethyl acetate
27525,Lemon,Sweet,93-92-5,1-Phenylethyl acetate
27526,Lemon,Sweet,498-00-0,Vanillyl alcohol
27527,Lemon,Citrus,1125-21-9,"2,6,6-Trimethylcyclohex-2-ene-1,4-dione"
27528,Lemon,Lemon,1125-21-9,"2,6,6-Trimethylcyclohex-2-ene-1,4-dione"
27529,Lemon,Sweet,1125-21-9,"2,6,6-Trimethylcyclohex-2-ene-1,4-dione"
27530,Lemon,Fruity,1125-88-8,Benzaldehyde dimethyl acetal
27531,Lemon,Sharp,1125-88-8,Benzaldehyde dimethyl acetal
27532,Lemon,Fruity,1128-08-1,Dihydrojasmone
27533,Lemon,Sweet,1128-08-1,Dihydrojasmone
27534,Lemon,Citrus,1195-32-0,1-Methyl-4-(prop-1-en-2-yl)benzene
27535,Lemon,Lemon,1195-32-0,1-Methyl-4-(prop-1-en-2-yl)benzene
27536,Lemon,Fruity,2173-56-0,Pentyl valerate
27537,Lemon,Sweet,2173-56-0,Pentyl valerate
27538,Lemon,Fruity,2432-51-1,S-Methyl butanethioate
27539,Lemon,Fruity,2445-77-4,2-Methylbutyl isovalerate
27540,Lemon,Sweet,2628-17-3,4-Vinylphenol
27541,Lemon,Sweet,2785-89-9,4-Ethyl-2-methoxyphenol
27542,Lemon,Fruity,2983-36-0,Ethyl 2-benzylbutanoate
27543,Lemon,Sweet,2983-36-0,Ethyl 2-benzylbutanoate
27544,Lemon,Fruity,3208-40-0,2-(3-Phenylpropyl)tetrahydrofuran
27545,Lemon,Sweet,3208-40-0,2-(3-Phenylpropyl)tetrahydrofuran
27546,Lemon,Sweet,4861-85-2,Isopropyl phenylacetate
27547,Lemon,Fruity,5405-41-4,Ethyl 3-hydroxybutyrate
27548,Lemon,Sweet,5405-41-4,Ethyl 3-hydroxybutyrate
27549,Lemon,Fruity,5434-57-1,Hexyl pivalate
27550,Lemon,Sweet,5434-57-1,Hexyl pivalate
27551,Lemon,Fruity,5452-07--3,3-Phenylpropyl isovalerate
27552,Lemon,Fruity,5461-08--5,Piperonyl isobutyrate
27553,Lemon,Sweet,5461-08--5,Piperonyl isobutyrate
27554,Lemon,Sweet,5579-78-2,7-Butyloxepan-2-one
27555,Lemon,Fruity,5870-93-9,Heptyl butyrate
27556,Lemon,Sweet,5870-93-9,Heptyl butyrate
27557,Lemon,Fruity,7775-00-0,"Benzenepropanal, 4-(1-methylethyl)-"
27558,Lemon,Sweet,21835-01-8,3-Ethyl-2-hydroxy-2-cyclopenten-1-one
27559,Lemon,Sweet,28664-35-9,"3-Hydroxy-4,5-dimethylfuran-2(5H)-one"
27560,Lemon,Sweet,29171-20-8,"3,7-Dimethyloct-6-en-1-yn-3-ol"
27561,Lemon,Fruity,39255-32-8,Ethyl 2-methylpentanoate
27562,Lemon,Cool,39711-79-0,N-Ethyl-p-menthane-3-carboxamide
27563,Lemon,Fruity,40348-72-9,Methyl 2-hydroxy-4-methylpentanoate
27564,Lemon,Sweet,40348-72-9,Methyl 2-hydroxy-4-methylpentanoate
27565,Lemon,Sweet,40654-82-8,2-Methyl-4-phenylbutyraldehyde
27566,Lemon,Sweet,41239-48-9,"2,5-Diethyltetrahydrofuran"
27567,Lemon,Sharp,507-70-0,Borneol
27568,Lemon,Fruity,1205-17-0,Helional
27569,Lemon,Citrus,91-51-0,"Benzoic acid, 2-((3-(4-(1,1-dimethylethyl)phenyl)-2-methylpropylidene)amino)-, methyl ester"
27570,Lemon,Sweet,5462-06--6,3-(4-Methoxyphenyl)-2-methylpropanal
27571,Lemon,Sweet,18127-01-0,3-(4-Tert-butylphenyl)propanal
27572,Lemon,Fruity,42075-45-6,S-Methyl 2-methylbutanethioate
27573,Lemon,Sweet,42075-45-6,S-Methyl 2-methylbutanethioate
27574,Lemon,Fruity,43219-68-7,"4-Acetyl-1,4-dimethyl-1-cyclohexene"
27575,Lemon,Cool,51115-67-4,"2-Isopropyl-N,2,3-trimethylbutanamide"
27576,Lemon,Fruity,53053-51-3,Methyl 4-(methylthio)butyrate
27577,Lemon,Cool,65620-50-0,6-Hydroxydihydrotheaspirane
27578,Lemon,Sweet,77-53-2,Cedrol
27579,Lemon,Fruity,10484-09-0,Allyl salicylate
27580,Lemon,Fruity,10588-10-0,Isobutyl valerate
27581,Lemon,Sweet,10588-10-0,Isobutyl valerate
27582,Lemon,Fruity,94-50-8,Octyl benzoate
27583,Lemon,Sweet,95-41-0,2-Hexyl-2-cyclopenten-1-one
27584,Lemon,Fruity,109-25-1,3-Methylbutyl heptanoate
27585,Lemon,Sweet,116-66-5,Moskene
27586,Lemon,Sweet,120-25-2,4-Ethoxy-3-methoxybenzaldehyde
27587,Lemon,Sweet,126-90-9,(+)-Linalool
27588,Lemon,Fruity,141-06-0,Propyl valerate
27589,Lemon,Sweet,145-39-1,Musk tibetene
27590,Lemon,Fruity,475-03-6,"1,1,6-Trimethyltetralin"
27591,Lemon,Fruity,579-93-1,2-(Benzoylamino)benzoic acid
27592,Lemon,Sweet,582-24-1,2-Hydroxyacetophenone
27593,Lemon,Sweet,591-82-2,Isobutyl isothiocyanate
27594,Lemon,Fruity,607-90-9,Propyl salicylate
27595,Lemon,Fruity,614-18-6,Ethyl nicotinate
27596,Lemon,Fruity,616-31-9,3-Pentanethiol
27597,Lemon,Fruity,624-09-9,Heptyl heptanoate
27598,Lemon,Citrus,688-82-4,"1,1-Diethoxyheptane"
27599,Lemon,Sweet,707-29-9,"1,5-Dioxaspiro[5.5]undecane, 3,3-dimethyl-"
27600,Lemon,Sweet,874-90-8,4-Methoxybenzonitrile
27601,Lemon,Fruity,996-97-4,"N,N-Diethyloctanamide"
27602,Lemon,Sweet,996-97-4,"N,N-Diethyloctanamide"
27603,Lemon,Fruity,1117-59-5,Hexyl valerate
27604,Lemon,Fruity,1129-47-1,"Propanoic acid, 2-methyl-, cyclohexyl ester"
27605,Lemon,Sweet,68345-22-2,"[2,2-Bis(2-methylpropoxy)ethyl]benzen"
27606,Lemon,Sweet,515-03-7,"Labd-14-ene-8,13-diol, (13R)-"
27607,Lemon,Fruity,1455-20-5,2-Butylthiophene
27608,Lemon,Fruity,1334-82-3,Amyl 2-furoate
27609,Lemon,Sweet,1334-82-3,Amyl 2-furoate
27610,Lemon,Fruity,1587-20-8,Trimethyl citrate
27611,Lemon,Sweet,1599-47-9,"1,1-Dimethoxyhexane"
27612,Lemon,Fruity,1670-47-9,"1,1-Diethoxycyclohexane"
27613,Lemon,Fruity,1708-34-5,"2-Hexyl-1,3-dioxolane"
27614,Lemon,Fruity,1725-01-5,"1,8-Dioxacycloheptadecan-9-one"
27615,Lemon,Sweet,1725-01-5,"1,8-Dioxacycloheptadecan-9-one"
27616,Lemon,Fruity,1968-40-7,Ethyl 4-pentenoate
27617,Lemon,Fruity,55032,Isoamyl valerate
27618,Lemon,Sweet,2051-04--9,Diisoamyl disulfide
