Sr. No,Primary Odor,Sub-odor,CAS-Id,Chemical name
18928,Fruity,Melon,122-78-1,Phenylacetaldehyde
18929,Fruity,Melon,97-87-0,Butyl isobutyrate
18930,Fruity,Melon,101-97-3,Ethyl phenylacetate
18931,Fruity,Melon,103-45-7,Phenethyl acetate
18932,Fruity,Melon,104-53-0,3-Phenylpropanal
18933,Fruity,Melon,106-27-4,Isoamyl butyrate
18934,Fruity,Melon,106-30-9,Ethyl heptanoate
18935,Fruity,Melon,107-75-5,Hydroxycitronellal
18936,Fruity,Melon,110-40-7,Diethyl sebacate
18937,Fruity,Melon,111-12-6,Methyl 2-octynoate
18938,Fruity,Melon,111-80-8,Methyl 2-nonynoate
18939,Fruity,Melon,112-14-1,Octyl acetate
18940,Fruity,Melon,112-44-7,Undecanal
18941,Fruity,Melon,118-93-4,2'-Hydroxyacetophenone
18942,Fruity,Melon,121-98-2,Methyl 4-methoxybenzoate
18943,Fruity,Melon,589-98-0,3-Octanol
18944,Fruity,Melon,628-99-9,2-Nonanol
18945,Fruity,Melon,644-49-5,Propyl isobutyrate
18946,Fruity,Melon,821-55-6,2-Nonanone
18947,Fruity,Melon,2294-76-0,2-Pentylpyridine
18948,Fruity,Melon,3452-97-9,"3,5,5-Trimethyl-1-hexanol"
18949,Fruity,Melon,3613-30-7,"7-Methoxy-3,7-dimethyloctanal"
18950,Fruity,Melon,16409-45-3,Menthyl acetate
18951,Fruity,Melon,124-19-6,Nonanal
18952,Fruity,Melon,7786-44-9,"Nona-2,6-dien-1-ol"
18953,Fruity,Melon,106-72-9,"2,6-Dimethyl-5-heptenal"
18954,Fruity,Melon,7492-67-3,Citronelloxyacetaldehyde
18955,Fruity,Melon,22104-79-6,2-Nonen-1-ol
18956,Fruity,Melon,63196-63-4,Oct-6-enal
18957,Fruity,Melon,7775-00-0,"Benzenepropanal, 4-(1-methylethyl)-"
18958,Fruity,Melon,39255-32-8,Ethyl 2-methylpentanoate
18959,Fruity,Melon,51755-66-9,3-(Methylthio)-1-hexanol
18960,Fruity,Melon,582-24-1,2-Hydroxyacetophenone
18961,Fruity,Melon,6513-03--7,Propyl nonanoate
18962,Fruity,Melon,125109-84-4,"Benzenepropanal, beta-methyl-3-(1-methylethenyl)-"
18963,Fruity,Melon,14507-02-9,"Deca-2,4-dien-1-ol"
18964,Fruity,Melon,2445-76-3,Hexyl propionate
18965,Fruity,Melon,41496-43-9,2-Methyl-3-(p-tolyl)propionaldehyde
18966,Fruity,Melon,53018-24-9,"4,7-Methano-1H-indene, 3a,4,5,6,7,7a-hexahydro-5-methoxy-"
18967,Fruity,Melon,67845-46-9,(4-Methylphenoxy)acetaldehyde
18968,Fruity,Melon,68738-94-3,"Octahydro-8,8-dimethylnaphthalene-2-carbaldehyde"
18969,Fruity,Melon,62439-41-2,"6-Methoxy-2,6-dimethylheptan-1-al"
18970,Fruity,Melon,62488-56-6,"Nona-2,4-dien-1-ol"
18971,Fruity,Melon,28940-11-6,"2H-1,5-Benzodioxepin-3(4H)-one, 7-methyl-"
18972,Fruity,Melon,30772-79-3,"Octahydro-4,7-methano-1H-indenecarbaldehyde"
18973,Fruity,Melon,72175-33-8,Methyl 3-bicyclo(2.2.1)hept-5-en-2-yl-3-methyloxirane-2-carboxylate
18974,Fruity,Melon,36806-46-9,"2,6-Dimethyl-6-hepten-1-ol"
18975,Fruity,Melon,2623-23-6,L-Menthyl acetate
18976,Fruity,Melon,2177-77-7,Methyl 2-methylpentanoate
18977,Fruity,Melon,17587-33-6,"2,6-Nonadienal, (E,E)-"
18978,Fruity,Melon,4128-17-0,Farnesyl acetate
18979,Fruity,Melon,4440-65-7,3-Hexenal
18980,Fruity,Melon,557-48-2,"trans-2,cis-6-Nonadienal"
18981,Fruity,Melon,97375-48-9,"Benzene, 1-(2-methoxyethoxy)-4-methyl-"
18982,Fruity,Melon,5862-47-5,2-(Methylthio)ethyl acetate
18983,Fruity,Melon,28069-72-9,"(2E,6Z)-Nona-2,6-dien-1-ol"
18984,Fruity,Melon,928-96-1,cis-3-Hexen-1-ol
18985,Fruity,Melon,5577-44-6,"2,4-Octadienal"
18986,Fruity,Melon,18829-56-6,2-Nonenal
18987,Fruity,Melon,5910-87-2,"trans,trans-2,4-Nonadienal"
18988,Fruity,Melon,25152-84-5,"2,4-Decadienal"
18989,Fruity,Melon,2278-53-7,"(E)-5-Isopropyl-8-methylnona-6,8-dien-2-one"
18990,Fruity,Melon,10339-61-4,(E)-3-Nonen-1-ol
18991,Fruity,Melon,64275-73-6,cis-5-Octen-1-ol
18992,Fruity,Melon,69121-78-4,Cinnamyl isovalerate
18993,Fruity,Melon,76649-14-4,3-Octen-2-OL
18994,Fruity,Melon,84788-08-9,"Propyl 2,4-decadienoate"
18995,Fruity,Melon,18409-21-7,"(2E,4E)-2,4-Decadien-1-ol"
18996,Fruity,Melon,2277-19-2,cis-6-Nonenal
18997,Fruity,Melon,35854-86-5,(Z)-Non-6-en-1-ol
18998,Fruity,Melon,109-20-6,Geranyl isovalerate
18999,Fruity,Melon,68555-65-7,"(e,z)-2,6-Nonadienyl acetate"
19000,Fruity,Melon,68133-76-6,cis-3-Hexenyl pyruvate
19001,Fruity,Melon,3681-71-8,cis-3-Hexenyl acetate
19002,Fruity,Melon,76238-22-7,cis-6-Nonenyl Acetate
19003,Fruity,Melon,61931-81-5,cis-3-Hexenyl lactate
19004,Fruity,Melon,20125-84-2,cis-3-Octen-1-ol
19005,Fruity,Melon,7367-81-9,Methyl oct-2-enoate
19006,Fruity,Melon,10340-23-5,"3-Penten-2-one, 3-methyl-"
19007,Fruity,Melon,31502-14-4,trans-2-Nonen-1-ol
19008,Fruity,Melon,41453-56-9,cis-2-Nonen-1-ol
19009,Fruity,Melon,33467-74-2,cis-3-Hexenyl propionate
19010,Fruity,Melon,33467-73-1,cis-3-Hexenyl formate
19011,Fruity,Melon,76649-25-7,"trans,cis-3,6-Nonadien-1-ol"
19012,Fruity,Melon,2345-24-6,Neryl isobutyrate
19013,Fruity,Melon,36781-67-6,"3-Nonenoic acid, methyl ester"
19014,Fruity,Melon,16356-11-9,"1,3,5-Undecatriene"
19015,Fruity,Melon,53398-87-1,cis-3-Hexenyl trans-2-hexenoate
19016,Fruity,Melon,42436-07-7,cis-3-Hexenyl phenylacetate
19017,Fruity,Melon,39924-52-2,Methyl 2-(3-oxo-2-(pent-2-en-1-yl)cyclopentyl)acetate
19018,Fruity,Melon,65737-52-2,(E)-2-(2-Octenyl)cyclopentanone
19019,Fruity,Melon,111-79-5,Methyl 2-nonenoate
19020,Fruity,Melon,1617-23-8,Ethyl (E)-2-methylpent-3-enoate
19021,Fruity,Melon,3913-80-2,trans-2-Octen-1-yl acetate
19022,Fruity,Melon,7367-88-6,Ethyl trans-2-decenoate
19023,Fruity,Melon,1838-88-6,"2-Penten-1-ol, 2-methyl-, acetate"
19024,Fruity,Melon,109-20-6,"[(3E)-3,7-Dimethylocta-3,6-dienyl] 3-methylbutanoate"
19025,Fruity,Melon,53046-97-2,"(3Z,6Z)-3,6-Nonadien-1-ol"
19026,Fruity,Melon,61444-38-0,cis-3-Hexenyl cis-3-hexenoate
19027,Fruity,Melon,56269-22-8,"Nona-2,4,6-trienal"
19028,Fruity,Melon,68555-53-3,"(Z)-9,9-Dimethoxynon-3-ene"
19029,Fruity,Melon,82784-84-7,"2,5,6-Trimethylhept-4-enal"
19030,Fruity,Melon,3687-48-7,(3R)-Oct-1-en-3-ol
19031,Fruity,Melon,39255-32-8,"Valeric acid, 2-methyl-, ethyl ester, (+)-"
19032,Fruity,Melon,78053-99-3,5-Pentyltetrahydrofuran-2-ol
19033,Fruity,Melon,196109-18-9,5-Octenyl propanoate
19034,Fruity,Melon,94134-03-9,cis-3-Octenyl propionate
19035,Fruity,Melon,63196-64-5,"6-Octenal, (6Z)-"
19036,Fruity,Melon,479547-57-4,"trans-And cis-2,4,8-Trimethyl-3,7-nona-dien-2-ol"
19037,Fruity,Melon,21662-13-5,"2,6-Dodecadienal, (2E,6Z)-"
19038,Fruity,Melon,56805-23-3,"(3E,6Z)-3,6-Nonadien-1-ol"
19039,Fruity,Melon,79044-50-1,"1-[(3Ar,7aS)-3a,4,7,7a-tetrahydro-3H-inden-5-yl]ethanone"
19040,Fruity,Melon,71978-00-2,"5-Octen-1-ol, acetate, (Z)-"
19041,Fruity,Melon,211323-05-6,"3,6-Nonadien-1-ol, acetate, (3E,6Z)-"
19042,Fruity,Melon,25152-84-5,"2,4-Decadienal"
19043,Fruity,Papaya,10031-71-7,"1,1-Dimethyl-3-phenylpropyl isobutyrate"
19044,Fruity,Papaya,68398-18-5,"4,7,7-Trimethyl-6-thiabicyclo[3.2.1]octane"
19045,Fruity,Papaya,65813-53-8,2-Phenylpropyl isobutyrate
19046,Fruity,Papaya,2396-83-0,Ethyl 3-hexenoate
19047,Fruity,Papaya,2396-78-3,"3-Hexenoic acid, methyl ester"
19048,Fruity,Papaya,39924-27-1,Ethyl cis-4-heptenoate
19049,Fruity,Passion fruit,38462-22-5,p-Mentha-8-thiol-3-one
19050,Fruity,Passion fruit,57893-27-3,6-Acetoxydihydrotheaspirane
19051,Fruity,Passion fruit,67715-80-4,"2-Methyl-4-propyl-1,3-oxathiane"
19052,Fruity,Passion fruit,68398-18-5,"4,7,7-Trimethyl-6-thiabicyclo[3.2.1]octane"
19053,Fruity,Passion fruit,1117-65-3,Ethyl 3-octenoate
19054,Fruity,Passion fruit,136954-22-8,3-Mercaptohexyl hexanoate
19055,Fruity,Passion fruit,136954-21-7,3-Mercaptohexyl butyrate
19056,Fruity,Passion fruit,72276-09-6,"Ethyl 4,7-octadienoate"
19057,Fruity,Passion fruit,2396-83-0,Ethyl 3-hexenoate
19058,Fruity,Passion fruit,26553-47-9,Ethyl oct-3-enoate
19059,Fruity,Passion fruit,828300-39-6,"1-Hexanol, 3-mercapto-3-methyl-, (3R)-"
19060,Fruity,Passion fruit,39924-27-1,Ethyl cis-4-heptenoate
19061,Fruity,Passion fruit,1576-78-9,cis-3-Heptenyl acetate
19062,Fruity,Passion fruit,75631-91-3,S-Prenyl thioisopentanoate
19063,Fruity,Passion fruit,53626-94-1,S-Prenyl thioisobutyrate
19064,Fruity,Peach,122-78-1,Phenylacetaldehyde
19065,Fruity,Peach,119-61-9,Benzophenone
19066,Fruity,Peach,93-15-2,Methyleugenol
19067,Fruity,Peach,103-37-7,Benzyl butyrate
19068,Fruity,Peach,103-48-0,Phenethyl isobutyrate
19069,Fruity,Peach,104-50-7,gamma-Octalactone
19070,Fruity,Peach,104-53-0,3-Phenylpropanal
19071,Fruity,Peach,104-61-0,gamma-Nonalactone
19072,Fruity,Peach,104-67-6,gamma-Undecalactone
19073,Fruity,Peach,105-79-3,Isobutyl hexanoate
19074,Fruity,Peach,105-85-1,Citronellyl formate
19075,Fruity,Peach,106-30-9,Ethyl heptanoate
19076,Fruity,Peach,109-19-3,Butyl isovalerate
19077,Fruity,Peach,109-21-7,Butyl butyrate
19078,Fruity,Peach,111-80-8,Methyl 2-nonynoate
19079,Fruity,Peach,116-53-0,2-Methylbutanoic acid
19080,Fruity,Peach,137-03-1,2-Heptylcyclopentanone
19081,Fruity,Peach,140-26-1,Phenethyl isovalerate
19082,Fruity,Peach,590-86-3,3-Methylbutanal
19083,Fruity,Peach,693-54-9,2-Decanone
19084,Fruity,Peach,698-76-0,delta-Octalactone
19085,Fruity,Peach,705-86-2,delta-Decalactone
19086,Fruity,Peach,706-14-9,gamma-Decalactone
19087,Fruity,Peach,713-95-1,delta-Dodecalactone
19088,Fruity,Peach,2051-78-7,Allyl butyrate
19089,Fruity,Peach,2305--05-7,gamma-Dodecalactone
19090,Fruity,Peach,2349-07--7,Hexyl isobutyrate
19091,Fruity,Peach,2497-18-9,Hex-2-enyl acetate
19092,Fruity,Peach,4728-82-9,Allyl cyclohexaneacetate
19093,Fruity,Peach,5/6/7780,Cinnamic Acid Isopropyl Ester
19094,Fruity,Peach,14073-97-3,Menthone
19095,Fruity,Peach,123-25-1,Diethyl succinate
19096,Fruity,Peach,123-35-3,Myrcene
19097,Fruity,Peach,124-19-6,Nonanal
19098,Fruity,Peach,54814-64-1,Massoia lactone
19099,Fruity,Peach,710-04-3,delta-Undecalactone
19100,Fruity,Peach,2349-13-5,Heptyl isobutyrate
19101,Fruity,Peach,6309-51-9,Isoamyl laurate
19102,Fruity,Peach,7493-68-7,Allyl cyclohexanevalerate
19103,Fruity,Peach,7493-69-8,Allyl 2-ethylbutyrate
19104,Fruity,Peach,7549-33-9,Anisyl propionate
19105,Fruity,Peach,10031-87-5,2-Ethylbutyl acetate
19106,Fruity,Peach,10094-36-7,Ethyl 3-cyclohexylpropanoate
19107,Fruity,Peach,14360-50-0,2-Hexanoylfuran
19108,Fruity,Peach,15679-13-7,2-Isopropyl-4-methylthiazole
19109,Fruity,Peach,16429-21-3,7-Hexyloxepan-2-one
19110,Fruity,Peach,38462-22-5,p-Mentha-8-thiol-3-one
19111,Fruity,Peach,39252-03-4,Furfuryl octanoate
19112,Fruity,Peach,2173-56-0,Pentyl valerate
19113,Fruity,Peach,624-01-1,5-Oxodecanoic acid
19114,Fruity,Peach,10276-85-4,Benzyl octanoate
19115,Fruity,Peach,65443-14-3,"2,2,5-Trimethyl-5-pentylcyclopentan-1-one"
19116,Fruity,Peach,67663-01-8,5-Hexyl-4-methyldihydrofuran-2(3H)-one
19117,Fruity,Peach,68039-44-1,"Propanoic acid, 2,2-dimethyl-, 3a,4,5,6,7,7a-hexahydro-4,7-methano-1H-inden-6-yl ester"
19118,Fruity,Peach,68398-18-5,"4,7,7-Trimethyl-6-thiabicyclo[3.2.1]octane"
19119,Fruity,Peach,26446-32-2,"2,3-Dihydroxypropyl 5-hydroxydodecanoate"
19120,Fruity,Peach,95962-14-4,2-(2-(4-Methyl-3-cyclohexen-1-yl)propyl)cyclopentanone
19121,Fruity,Peach,1118-27-0,Linalyl isovalerate
19122,Fruity,Peach,7011-83-8,Dihydrojasmone lactone
19123,Fruity,Peach,4602-84-0,Farnesol
19124,Fruity,Peach,79-77-6,beta-Ionone
19125,Fruity,Peach,1866-31-5,Allyl cinnamate
19126,Fruity,Peach,122-67-8,Isobutyl cinnamate
19127,Fruity,Peach,141-12-8,Neryl acetate
19128,Fruity,Peach,2825-91-4,"delta-Decalactone, (+)-"
19129,Fruity,Peach,136954-25-1,3-(Acetylmercapto)hexyl acetate
19130,Fruity,Peach,69300-15-8,2-Methyldecanenitrile
19131,Fruity,Peach,3637-16-9,5-Oxododecanoic Acid
19132,Fruity,Peach,7780-06--5,Isopropyl cinnamate
19133,Fruity,Peach,103-41-3,Cinnamein
19134,Fruity,Peach,105-86-2,Geranyl formate
19135,Fruity,Peach,7367-83-1,Methyl (Z)-4-decenoate
19136,Fruity,Peach,18679-18-0,(Z)-4-Hydroxy-6-dodecenoic acid lactone
19137,Fruity,Peach,25524-95-2,Jasmine lactone
19138,Fruity,Peach,106-29-6,Geranyl butyrate
19139,Fruity,Peach,7779-17-1,Cyclohexyl cinnamate
19140,Fruity,Peach,33467-74-2,cis-3-Hexenyl propionate
19141,Fruity,Peach,65737-52-2,(E)-2-(2-Octenyl)cyclopentanone
19142,Fruity,Peach,7492-45-7,Butyl 2-decenoate
19143,Fruity,Peach,26446-31-1,Glyceryl 5-hydroxydecanoate
19144,Fruity,Peach,2345-26-8,Geranyl isobutyrate
19145,Fruity,Peach,548774-80-7,3-Mercaptoheptyl acetate
19146,Fruity,Peach,51608-18-5,2-(trans-2-Pentenyl)cyclopentanone
19147,Fruity,Peach,68039-73-6,2-Cyclopentylcyclopentyl crotonate
19148,Fruity,Peach,68133-79-9,Apritone
19149,Fruity,Peach,34686-71-0,"2H-Pyran-2-one, tetrahydro-6-(2-pentenyl)-"
19150,Fruity,Peach,32764-98-0,Tetrahydro-6-(3-pentenyl)-2H-pyran-2-one
19151,Fruity,Peach,85392-05-8,1-Butyl-5-carboxypentyl 5-decenoate
19152,Fruity,Peach,59285-67-5,(S)-delta-Decanolide
19153,Fruity,Peach,10307-61-6,Ethyl (2R)-2-methylbutanoate
19154,Fruity,Peach,74568-06-2,(5R)-5-Heptyloxolan-2-one
19155,Fruity,Peach,7774-60-9,"alpha,alpha-Dimethylbenzyl isobutyrate"
19156,Fruity,Peach,68959-28-4,Jasmolactone
19157,Fruity,Peach,75587-06-3,Ethyl 5-hydroxydecanoate
19158,Fruity,Peach,91069-40-8,"1-Oxaspiro(4.5)decan-2-one, 8-ethyl-, cis-"
19159,Fruity,Peach,113889-23-9,"3-Tricyclo[5.2.1.02,6]dec-4-enyl butanoate"
19160,Fruity,Peach,41803-21-8,"3-Thiazoline, 2-ethyl-4-methyl-"
19161,Fruity,Peach,172201-58-0,"(2,2-Dimethyl-1,3-dioxolan-4-yl)methyl 5-hydroxydecanoate"
19162,Fruity,Pear,67-64-1,Acetone
19163,Fruity,Pear,123-72-8,Butyraldehyde
19164,Fruity,Pear,71-23-8,Propanol
19165,Fruity,Pear,103-37-7,Benzyl butyrate
19166,Fruity,Pear,105-68-0,Isoamyl propionate
19167,Fruity,Pear,106-27-4,Isoamyl butyrate
19168,Fruity,Pear,106-32-1,Ethyl octanoate
19169,Fruity,Pear,109-19-3,Butyl isovalerate
19170,Fruity,Pear,109-21-7,Butyl butyrate
19171,Fruity,Pear,109-60-4,Propyl acetate
19172,Fruity,Pear,110-19-0,Isobutyl acetate
19173,Fruity,Pear,110-38-3,Ethyl decanoate
19174,Fruity,Pear,112-06-1,Heptyl acetate
19175,Fruity,Pear,115-95-7,Linalyl acetate
19176,Fruity,Pear,142-92-7,Hexyl acetate
19177,Fruity,Pear,150-84-5,Citronellyl acetate
19178,Fruity,Pear,151-05-3,Dimethylbenzylcarbinyl acetate
19179,Fruity,Pear,540-07-8,Pentyl hexanoate
19180,Fruity,Pear,557-00-6,Propyl isovalerate
19181,Fruity,Pear,617-50-5,Isopropyl isobutyrate
19182,Fruity,Pear,628-63-7,Pentyl acetate
19183,Fruity,Pear,819-97-6,Sec-Butyl butyrate
19184,Fruity,Pear,1731-84-6,Methyl nonanoate
19185,Fruity,Pear,2305--05-7,gamma-Dodecalactone
19186,Fruity,Pear,2349-07--7,Hexyl isobutyrate
19187,Fruity,Pear,2497-18-9,Hex-2-enyl acetate
19188,Fruity,Pear,5454-28-4,Butyl heptanoate
19189,Fruity,Pear,123-25-1,Diethyl succinate
19190,Fruity,Pear,123-66-0,Ethyl hexanoate
19191,Fruity,Pear,123-86-4,Butyl acetate
19192,Fruity,Pear,123-92-2,Isoamyl acetate
19193,Fruity,Pear,124-25-4,Tetradecanal
19194,Fruity,Pear,126-64-7,Linalyl benzoate
19195,Fruity,Pear,144-39-8,Linalyl propionate
19196,Fruity,Pear,10094-36-7,Ethyl 3-cyclohexylpropanoate
19197,Fruity,Pear,39251-86-0,Hexyl 2-furoate
19198,Fruity,Pear,78-36-4,Linalyl butyrate
19199,Fruity,Pear,2173-56-0,Pentyl valerate
19200,Fruity,Pear,3658-93-3,"1,1-Diethoxyhexane"
19201,Fruity,Pear,6413-10--1,"1,3-Dioxolane-2-acetic acid, 2-methyl-, ethyl ester"
19202,Fruity,Pear,16491-24-0,"2,4-Hexadienyl isobutyrate"
19203,Fruity,Pear,2445-76-3,Hexyl propionate
19204,Fruity,Pear,35852-46-1,cis-3-HEXENYLVALERATE
19205,Fruity,Pear,69103-20-4,"2,2-Dimethyl-3-(3-methylpenta-2,4-dienyl)oxirane"
19206,Fruity,Pear,6293-37-4,2-Ethylhexyl propionate
19207,Fruity,Pear,5953-49-1,1-Methylpentyl acetate
19208,Fruity,Pear,80-26-2,alpha-Terpinyl acetate
19209,Fruity,Pear,35194-30-0,9-Decen-2-one
19210,Fruity,Pear,2511-00-4,Ethyl 2-cyclohexylpropionate
19211,Fruity,Pear,51115-64-1,2-Methylbutyl butyrate
19212,Fruity,Pear,90397-38-9,2-Methylpentyl 2-methylpentanoate
19213,Fruity,Pear,7778-87-2,Propyl heptanoate
19214,Fruity,Pear,4602-84-0,Farnesol
19215,Fruity,Pear,136954-20-6,3-Mercaptohexyl acetate
19216,Fruity,Pear,24817-51-4,Phenethyl 2-methylbutyrate
19217,Fruity,Pear,5921-83-5,Heptan-3-yl acetate
19218,Fruity,Pear,7779-23-9,Linalyl hexanoate
19219,Fruity,Pear,6789-80-6,cis-3-Hexenal
19220,Fruity,Pear,141-12-8,Neryl acetate
19221,Fruity,Pear,689-67-8,Geranylacetone
19222,Fruity,Pear,3025-30-7,"Ethyl (2E,4Z)-deca-2,4-dienoate"
19223,Fruity,Pear,5577-44-6,"2,4-Octadienal"
19224,Fruity,Pear,7367-83-1,Methyl (Z)-4-decenoate
19225,Fruity,Pear,68698-59-9,trans-2-Hexenyl isovalerate
19226,Fruity,Pear,53398-80-4,trans-2-Hexenyl propionate
19227,Fruity,Pear,41519-23-7,cis-3-Hexenyl isobutyrate
19228,Fruity,Pear,31501-11-8,(Z)-3-Hexenyl hexanoate
19229,Fruity,Pear,1708-82-3,trans-3-Hexenyl acetate
19230,Fruity,Pear,2351-90-8,Ethyl (2Z)-oct-2-enoate
19231,Fruity,Pear,34495-71-1,Ethyl cis-4-octenoate
19232,Fruity,Pear,72276-09-6,"Ethyl 4,7-octadienoate"
19233,Fruity,Pear,78989-37-4,Ethyl trans-4-octenoate
19234,Fruity,Pear,53398-86-0,(E)-2-Hexenyl hexanoate
19235,Fruity,Pear,56922-82-8,Hex-3-enyl hexanoate
19236,Fruity,Pear,35852-46-1,(E)-Hex-3-enyl valerate
19237,Fruity,Pear,76649-16-6,Ethyl trans-4-decenoate
19238,Fruity,Pear,84788-08-9,"Propyl 2,4-decadienoate"
19239,Fruity,Pear,64187-83-3,Ethyl (E)-3-hexenoate
19240,Fruity,Pear,2396-78-3,"3-Hexenoic acid, methyl ester"
19241,Fruity,Pear,10519-33-2,3-Decen-2-one
19242,Fruity,Pear,3681-71-8,cis-3-Hexenyl acetate
19243,Fruity,Pear,76238-22-7,cis-6-Nonenyl Acetate
19244,Fruity,Pear,2639-68-1,Nerolidyl isobutyrate
19245,Fruity,Pear,70220-06-3,(Z)-1-Methoxyhex-3-ene
19246,Fruity,Pear,7367-82-0,"2-Octenoic acid, ethyl ester"
19247,Fruity,Pear,7367-81-9,Methyl oct-2-enoate
19248,Fruity,Pear,33467-74-2,cis-3-Hexenyl propionate
19249,Fruity,Pear,53398-85-9,cis-3-Hexenyl 2-methylbutanoate
19250,Fruity,Pear,85554-72-9,(E)-2-Hexenyl octanoate
19251,Fruity,Pear,2345-24-6,Neryl isobutyrate
19252,Fruity,Pear,19089-92-0,Hexyl crotonate
19253,Fruity,Pear,36781-67-6,"3-Nonenoic acid, methyl ester"
19254,Fruity,Pear,53398-87-1,cis-3-Hexenyl trans-2-hexenoate
19255,Fruity,Pear,35852-46-1,cis-3-Hexenyl valerate
19256,Fruity,Pear,111-79-5,Methyl 2-nonenoate
19257,Fruity,Pear,3913-80-2,trans-2-Octen-1-yl acetate
19258,Fruity,Pear,7367-88-6,Ethyl trans-2-decenoate
19259,Fruity,Pear,73545-16-1,Sorbyl isobutyrate
19260,Fruity,Pear,1838-88-6,"2-Penten-1-ol, 2-methyl-, acetate"
19261,Fruity,Pear,78417-28-4,"Ethyl 2,4,7-decatrienoate"
19262,Fruity,Pear,149982-46-7,2-Hexenyl cyclopentanylacetate
19263,Fruity,Pear,589-66-2,Isobutyl crotonate
19264,Fruity,Pear,623-22-3,Propyl 2-furanacrylate
19265,Fruity,Pear,61444-38-0,cis-3-Hexenyl cis-3-hexenoate
19266,Fruity,Pear,4493-42-9,"Methyl (2E,4Z)-2,4-decadienoate"
19267,Fruity,Pear,68480-26-2,2-Tridecenyl acetate
19268,Fruity,Pear,28316-62-3,"Propyl (2E,4Z)-2,4-decadienoate"
19269,Fruity,Pear,35206-51-0,"1,3-Dimethylbutyl 2-butenoate"
19270,Fruity,Pear,39255-32-8,"Valeric acid, 2-methyl-, ethyl ester, (+)-"
19271,Fruity,Pear,15848-49-4,"2-Cyclopentene-1-acetic acid, ethyl ester"
19272,Fruity,Pear,189440-77-5,"Methyl (4E)-octa-4,7-dienoate"
19273,Fruity,Pear,141773-73-1,"1-Propanol, 2-[1-(3,3-dimethylcyclohexyl)ethoxy]-2-methyl-, 1-propanoate"
19274,Fruity,Pear,84060-80-0,(Z)-3-Hexenyl Angelate
19275,Fruity,Pear,94134-03-9,cis-3-Octenyl propionate
19276,Fruity,Pear,69925-33-3,"Ethyl (Z)-4,7-octadienoate"
19277,Fruity,Pear,84434-65-1,Octan-3-yl formate
19278,Fruity,Pear,56805-23-3,"(3E,6Z)-3,6-Nonadien-1-ol"
19279,Fruity,Pear,1064678-08-5,"4-Methyl-2-propyl-1,3-oxathiane"
19280,Fruity,Pear,90397-36-7,2-Pentyl 2-methylpentanoate
19281,Fruity,Pear,292605-05-1,"3-Hexene, 1-[(2-methyl-2-propenyl)oxy]-, (3Z)-"
19282,Fruity,Pear,105450-79-1,"4-Octen-1-ol, acetate, (Z)-"
19283,Fruity,Pear,13049-88-2,(Z)-3-Nonenyl acetate
19284,Fruity,Pear,211323-05-6,"3,6-Nonadien-1-ol, acetate, (3E,6Z)-"
19285,Fruity,Pineapple,120-51-4,Benzyl benzoate
19286,Fruity,Pineapple,97-85-8,Isobutyl isobutyrate
19287,Fruity,Pineapple,101-97-3,Ethyl phenylacetate
19288,Fruity,Pineapple,103-37-7,Benzyl butyrate
19289,Fruity,Pineapple,103-38-8,Benzyl isovalerate
19290,Fruity,Pineapple,103-45-7,Phenethyl acetate
19291,Fruity,Pineapple,104-57-4,Benzyl formate
19292,Fruity,Pineapple,105-01-1,Isobutyl 2-furanpropionate
19293,Fruity,Pineapple,105-37-3,Ethyl propionate
19294,Fruity,Pineapple,105-54-4,Ethyl butyrate
19295,Fruity,Pineapple,105-66-8,Propyl butyrate
19296,Fruity,Pineapple,105-68-0,Isoamyl propionate
19297,Fruity,Pineapple,105-79-3,Isobutyl hexanoate
19298,Fruity,Pineapple,106-27-4,Isoamyl butyrate
19299,Fruity,Pineapple,106-30-9,Ethyl heptanoate
19300,Fruity,Pineapple,106-32-1,Ethyl octanoate
19301,Fruity,Pineapple,106-36-5,Propyl propionate
19302,Fruity,Pineapple,106-70-7,ethyl hexanoate
19303,Fruity,Pineapple,107-87-9,2-Pentanone
19304,Fruity,Pineapple,108-64-5,Ethyl isovalerate
19305,Fruity,Pineapple,108-83-8,Diisobutyl ketone
19306,Fruity,Pineapple,109-19-3,Butyl isovalerate
19307,Fruity,Pineapple,109-21-7,Butyl butyrate
19308,Fruity,Pineapple,110-19-0,Isobutyl acetate
19309,Fruity,Pineapple,111-14-8,Heptanoic acid
19310,Fruity,Pineapple,112-12-9,2-Undecanone
19311,Fruity,Pineapple,112-17-4,Decyl acetate
19312,Fruity,Pineapple,112-44-7,Undecanal
19313,Fruity,Pineapple,116-53-0,2-Methylbutanoic acid
19314,Fruity,Pineapple,140-26-1,Phenethyl isovalerate
19315,Fruity,Pineapple,141-78-6,Ethyl acetate
19316,Fruity,Pineapple,142-19-8,Allyl heptanoate
19317,Fruity,Pineapple,539-30-0,Benzyl ethyl ether
19318,Fruity,Pineapple,539-82-2,Ethyl valerate
19319,Fruity,Pineapple,539-88-8,Ethyl levulinate
19320,Fruity,Pineapple,539-90-2,Isobutyl butyrate
19321,Fruity,Pineapple,540-07-8,Pentyl hexanoate
19322,Fruity,Pineapple,540-18-1,Pentyl butyrate
19323,Fruity,Pineapple,544-63-8,Myristic acid
19324,Fruity,Pineapple,547-63-7,Methyl isobutyrate
19325,Fruity,Pineapple,556-24-1,Methyl isovalerate
19326,Fruity,Pineapple,617-50-5,Isopropyl isobutyrate
