network_for_specie,from_compound_metacyc_id,to_compound_metacyc_id,from_compound_smiles,to_compound_smiles
TAX-4932,CPD-506,INOSITOL-1-4-5-TRISPHOSPHATE,O=P([O-])([O-])O[C@H]1[C@@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@@H]1OP(=O)([O-])[O-],O=P([O-])([O-])O[C@@H]1[C@@H](O)[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@H]1O
TAX-4932,CPD-506,CPD-1107,O=P([O-])([O-])O[C@H]1[C@@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@@H]1OP(=O)([O-])[O-],O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H]1OP(=O)([O-])[O-]
TAX-4932,1-PHOSPHATIDYL-1D-MYO-INOSITOL-5-PHOSPHA,PHOSPHATIDYL-MYO-INOSITOL-45-BISPHOSPHA,,
TAX-4932,L-1-phosphatidyl-inositols,CPD-1108,,
TAX-4932,L-1-phosphatidyl-inositols,CPD-177,,
TAX-4932,CPD-1107,DIPHOSPHO-1D-MYO-INOSITOL-TETRAKISPHOSPH,O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H]1OP(=O)([O-])[O-],O=P([O-])([O-])O[C@H]1[C@@H](O)[C@@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H]1OP(=O)([O-])OP(=O)([O-])[O-]
TAX-4932,CPD-1107,MI-HEXAKISPHOSPHATE,O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H]1OP(=O)([O-])[O-],O=P([O-])([O-])O[C@H]1[C@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@H]1OP(=O)([O-])[O-]
TAX-4932,MI-HEXAKISPHOSPHATE,CPD-11700,O=P([O-])([O-])O[C@H]1[C@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@H]1OP(=O)([O-])[O-],O=P([O-])([O-])O[C@H]1[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])OP(=O)([O-])[O-])[C@@H]1OP(=O)([O-])[O-]
TAX-4932,MI-HEXAKISPHOSPHATE,5-DIPHOSPHO-1D-MYO-INOSITOL-12346P,O=P([O-])([O-])O[C@H]1[C@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@H]1OP(=O)([O-])[O-],O=P([O-])([O-])O[C@H]1[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H]1OP(=O)([O-])[O-]
TAX-4932,BUTANEDIOL,ACETOIN,C[C@@H](O)[C@@H](C)O,CC(=O)C(C)O
TAX-4932,Stearoyl-ACPs,STEAROYL-COA,,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,STEAROYL-COA,OLEOYL-COA,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,Octadec-2-enoyl-ACPs,Stearoyl-ACPs,,
TAX-4932,AMMONIUM,GLN,[NH4+],NC(=O)CC[C@H]([NH3+])C(=O)[O-]
TAX-4932,GLN,GLT,NC(=O)CC[C@H]([NH3+])C(=O)[O-],[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]
TAX-4932,GLN,CTP,NC(=O)CC[C@H]([NH3+])C(=O)[O-],Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1
TAX-4932,GLN,PYRIDOXAL_PHOSPHATE,NC(=O)CC[C@H]([NH3+])C(=O)[O-],Cc1ncc(COP(=O)([O-])[O-])c(C=O)c1O
TAX-4932,GLN,CARBAMOYL-P,NC(=O)CC[C@H]([NH3+])C(=O)[O-],NC(=O)OP(=O)([O-])[O-]
TAX-4932,GLT,2-KETOGLUTARATE,[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-]
TAX-4932,CPD-1091,GLYOX,NC(=O)N[C@H](O)C(=O)[O-],O=CC(=O)[O-]
TAX-4932,GLYOX,GLY,O=CC(=O)[O-],[NH3+]CC(=O)[O-]
TAX-4932,DIHYDROXY-ACETONE-PHOSPHATE,GLYCEROL-3P,O=C(CO)COP(=O)([O-])[O-],O=P([O-])([O-])OC[C@H](O)CO
TAX-4932,DIHYDROXY-ACETONE-PHOSPHATE,CPD-15924,O=C(CO)COP(=O)([O-])[O-],CCCCCCCC/C=C\CCCCCCCC(=O)OCC(=O)COP(=O)([O-])[O-]
TAX-4932,DIHYDROXY-ACETONE-PHOSPHATE,GAP,O=C(CO)COP(=O)([O-])[O-],O=C[C@H](O)COP(=O)([O-])[O-]
TAX-4932,CPD-15924,L-1-LYSOPHOSPHATIDATE,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(=O)COP(=O)([O-])[O-],CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])[O-]
TAX-4932,L-1-LYSOPHOSPHATIDATE,CPD-8268,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])[O-],CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])[O-])OC(=O)CCCCCCC/C=C\CCCCCCCC
TAX-4932,CPD-8268,L-1-LYSOPHOSPHATIDATE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])[O-])OC(=O)CCCCCCC/C=C\CCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])[O-]
TAX-4932,FARNESYL-PP,GERANYLGERANYL-PP,CC(C)=CCC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-],CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]
TAX-4932,FARNESYL-PP,CPD-10712,CC(C)=CCC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-],CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
TAX-4932,5-10-METHENYL-THF-GLU-N,METHYLENE-THF-GLU-N,,
TAX-4932,FORMYL-THF-GLU-N,5-10-METHENYL-THF-GLU-N,,
TAX-4932,FORMYL-THF-GLU-N,THF-GLU-N,,
TAX-4932,FORMATE,FORMYL-THF-GLU-N,O=C[O-],
TAX-4932,2-KETOGLUTARATE,SUC,O=C([O-])CCC(=O)C(=O)[O-],O=C([O-])CCC(=O)[O-]
TAX-4932,2-KETOGLUTARATE,GLT,O=C([O-])CCC(=O)C(=O)[O-],[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]
TAX-4932,SUC,Ubiquinols,O=C([O-])CCC(=O)[O-],
TAX-4932,DELTA3-ISOPENTENYL-PP,CPD-4211,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-],CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]
TAX-4932,DELTA3-ISOPENTENYL-PP,GERANYL-PP,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-],CC(C)=CCC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]
TAX-4932,CPD-4211,GERANYL-PP,CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],CC(C)=CCC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]
TAX-4932,GERANYL-PP,FARNESYL-PP,CC(C)=CCC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-],CC(C)=CCC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]
TAX-4932,ADENINE,AMP,Nc1ncnc2[nH]cnc12,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
TAX-4932,ADENINE,HYPOXANTHINE,Nc1ncnc2[nH]cnc12,O=c1[nH]cnc2nc[nH]c12
TAX-4932,HYPOXANTHINE,IMP,O=c1[nH]cnc2nc[nH]c12,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
TAX-4932,ADENOSYL-HOMO-CYS,HOMO-CYS,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O,[NH3+][C@@H](CCS)C(=O)[O-]
TAX-4932,HOMO-CYS,MET,[NH3+][C@@H](CCS)C(=O)[O-],CSCC[C@H]([NH3+])C(=O)[O-]
TAX-4932,HOMO-CYS,L-CYSTATHIONINE,[NH3+][C@@H](CCS)C(=O)[O-],[NH3+][C@@H](CCSC[C@H]([NH3+])C(=O)[O-])C(=O)[O-]
TAX-4932,MET,S-ADENOSYLMETHIONINE,CSCC[C@H]([NH3+])C(=O)[O-],C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
TAX-4932,ACETOACETYL-COA,3-HYDROXY-3-METHYL-GLUTARYL-COA,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@](C)(O)CC(=O)[O-]
TAX-4932,DGDP,DGTP,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1
TAX-4932,DGTP,8-Oxo-dGTP,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1,Nc1nc2c([nH]c(=O)n2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1
TAX-4932,GDP,DGDP,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1
TAX-4932,1-2-DIPALMITOYLPHOSPHATIDYLCHOLINE,CPD-8343,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C
TAX-4932,MALONYL-COA,MALONYL-ACP,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-],
TAX-4932,MYO-INOSITOL,L-1-phosphatidyl-inositols,O[C@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,
TAX-4932,CDPDIACYLGLYCEROL,L-1-phosphatidyl-inositols,,
TAX-4932,GLC-1-P,D-glucopyranose-6-phosphate,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
TAX-4932,UDP-N-ACETYL-D-GLUCOSAMINE,CHITIN,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,
TAX-4932,CHITIN,CHITIN,,
TAX-4932,CHITIN,ACET,,CC(=O)[O-]
TAX-4932,L-ORNITHINE,PUTRESCINE,[NH3+]CCC[C@H]([NH3+])C(=O)[O-],[NH3+]CCCC[NH3+]
TAX-4932,PUTRESCINE,SPERMIDINE,[NH3+]CCCC[NH3+],[NH3+]CCCC[NH2+]CCC[NH3+]
TAX-4932,CPD0-1158,CPD0-1159,CCCCCCCC/C=C\C=C\CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCC/C=C\C=C\CC(=O)[O-]
TAX-4932,CPD0-1158,CPD-15566,CCCCCCCC/C=C\C=C\CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCCC/C=C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD0-1162,CPD0-1158,CCCCCCCC/C=C\C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCC/C=C\C=C\CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD0-1162,CPD-7221,CCCCCCCC/C=C\C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCC/C=C\CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15659,CPD-15660,CCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCC(O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15658,CPD-15659,CCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15657,CPD-15658,CCCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15656,CPD-15657,CCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15655,CPD-15656,CCCCCCC/C=C/CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15661,CPD-15655,CCCCCC/C=C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCC/C=C/CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15661,CPD-15662,CCCCCC/C=C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC/C=C/[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15677,CPD-15661,CCCCCC/C=C/CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC/C=C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15676,CPD-15677,CCCCCC/C=C/CCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC/C=C/CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15652,CPD-15676,CCCCCC/C=C/CC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC/C=C/CCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15675,CPD-15652,CCCCCC/C=C/CC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC/C=C/CC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15651,CPD-15675,CCCCCC/C=C/CCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC/C=C/CC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15650,CPD-15651,CCCCCC/C=C/CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC/C=C/CCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-7221,CPD-7222,CCCCCCCC/C=C\CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15436,CPD0-1162,CCCCCCCC/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCC/C=C\C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,OLEOYL-COA,CPD-15436,CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCC/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15654,CPD-15655,CCCCCC/C=C\C=C\C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCC/C=C/CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15668,CPD-15654,CCCCCC/C=C\CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC/C=C\C=C\C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15667,CPD-15668,CCCCCC/C=C\CCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC/C=C\CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
TAX-4932,CPD-15653,CPD-15667,CCCCCC/C=C\CC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC/C=C\CCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
