CID,Molar Refractivity,Net Charge,HBD,HBA,Rt Bonds,Rings,TPSA,Hetero Atoms,Heavy Atoms,Aromatic Heavy Atoms,Melting Point (°C),Boiling Point (°C@760.00mm Hg),Vapor Pressure (mmHg@25.00 °C),Vapor Density (Air =1),Fraction Csp3,LogP,iLOGP,XLOGP3,WLOGP,MLOGP,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class: esol_class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT Class,GI Absorption,BBB Permeable,PgP Substrate,Log Kp (cm/s),Bioavailability Score,Caco2,Human Intestinal Absorption,Plasm Protein Binding,CYP1A2 Inhibitor,CYP2C19 Inhibitor,CYP2C9 Inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,Ames mutagenesis,Acute Oral Toxicity,Carcinogenicity (Binary),Carcinogenicity (Trinary),Eye Irritation,Hepatotoxicity,Androgen Receptor Binding,Aromatase Binding,Estrogen Receptor Binding,Glucocorticoid Receptor Binding,Thyroid Receptor Binding,BRCP inhibitor,BSEP inhibitor,OATP1B1 inhibitor,OATP1B3 inhibitor,OATP2B1 inhibitor,OCT1 inhibitor,OCT2 inhibitor
93649,78.02,,,2,6,2,18.46,2,19,12,,411.00 to 412.00,0.00003,,0.18,4.003,3.30,4.20,3.85,3.62,-4.13,0.019,0,Moderately soluble,-4.30,0.01,0,Moderately soluble,-6.04,0,0,Poorly soluble,High,1,0,-4.87,0.55,1,1,0.924,1,1,1,1,0,0,1.692,0,Non-required,1,1,0,1,1,0,0,0,1,1,1,0,1,0
93831,65.42,,,2,11,,26.30,2,15,0,,271.00 to 273.00,0.006,,0.77,3.856,3.33,4.84,3.86,3.32,-3.48,0.07,0,Soluble,-5.13,0,0,Moderately soluble,-4.05,0.02,0,Moderately soluble,High,1,0,-4.16,0.55,1,1,0.868,1,0,0,0,0,0,2.831,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
93838,72.18,,,3,2,2,35.53,3,18,0,50.00 to 53.00,293.00 to 295.00,0.001,,0.93,3.456,3.10,3.06,3.46,2.67,-3.21,0.156,0.001,Soluble,-3.47,0.09,0,Soluble,-3.48,0.08,0,Soluble,High,1,0,-5.68,0.55,1,1,0.775,0,0,0,0,0,0,1.686,0,Non-required,0,0,1,0,1,0,0,0,0,1,1,0,0,0
93847,63.04,,,2,4,1,26.30,2,15,0,,102.00 to 103.00 @ 11.00 mm Hg,0.017,,0.77,3.322,3.02,3.39,3.32,2.92,-3.02,0.203,0.001,Soluble,-3.62,0.05,0,Soluble,-3.11,0.16,0,Soluble,High,1,0,-5.18,0.55,1,1,0.95,0,0,0,0,0,0,2.279,0,Warning,1,0,0,0,0,0,0,0,0,1,0,0,0,0
93947,73.88,,,2,2,3,26.30,2,18,0,,304.00 to 305.00,0.001,,0.94,3.935,3.13,4.74,3.93,3.80,-4.25,0.014,0,Moderately soluble,-5.02,0,0,Moderately soluble,-3.57,0.07,0,Soluble,High,1,0,-4.46,0.55,1,1,0.823,0,0,1,0,0,0,2.291,0,Non-required,0,0,1,0,1,0,0,0,0,1,1,0,0,0
94001,50.85,,,2,1,2,18.46,2,13,6,,263.00 to 265.00  ,0.016,,0.45,2.429,2.52,2.13,2.10,2.14,-2.56,0.488,0.003,Soluble,-2.15,1.26,0.01,Soluble,-3.02,0.17,0,Soluble,High,1,0,-5.87,0.55,1,1,0.491,0,0,0,0,0,1,1.212,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
94060,50.40,,1,1,4,,20.23,1,11,0,,229.00 to 230.00,0.013,,0.60,2.527,2.51,3.02,2.53,2.59,-2.43,0.567,0.004,Soluble,-3.11,0.12,0,Soluble,-1.84,2.2,0.01,Soluble,High,1,0,-5.10,0.55,1,1,0.347,0,0,0,0,0,0,1.772,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
94111,74.27,,,2,4,1,18.46,2,17,0,,94.00 @ 1.00 mm Hg,0.004,,1.00,4.67,3.49,5.45,4.67,3.29,-4.51,0.007,0,Moderately soluble,-5.59,0,0,Moderately soluble,-3.67,0.05,0,Soluble,High,1,0,-3.91,0.55,1,1,0.946,0,0,0,0,0,0,1.697,1,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
94164,66.88,,,0,3,4,0.00,0,15,0,,247.00 to 248.00,0.04,,0.87,4.415,3.44,5.21,4.42,5.65,-4.19,0.013,0,Moderately soluble,-4.96,0,0,Moderately soluble,-3.55,0.06,0,Soluble,Low,0,0,-3.85,0.55,1,1,1.19,0,1,1,0,0,0,1.941,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,1,0
94175,99.73,1,1,4,4,5,45.59,4,24,10,174-175,,1.54X10-10,,0.45,3.173,3.24,2.88,2.47,2.23,-3.71,0.063,0,Soluble,-3.50,0.1,0,Soluble,-4.31,0.02,0,Moderately soluble,High,1,0,-6.23,0.55,1,1,1.053,0,0,0,1,0,0,3.01,0,Non-required,0,0,1,0,0,1,0,0,1,1,1,0,1,1
94178,61.86,,1,1,3,2,20.23,1,15,12,67,308.00 to 309.00,0.000301,,0.14,2.963,2.36,3.03,2.64,3.34,-3.37,0.084,0,Soluble,-3.12,0.15,0,Soluble,-4.80,0,0,Moderately soluble,High,1,0,-5.36,0.55,1,1,0.811,0,0,0,1,0,0,1.549,0,Non-required,1,0,0,1,0,0,0,0,0,1,1,0,0,0
94185,42.18,,1,1,2,1,20.23,1,10,6,,219.00 to 220.00,0.015,,0.33,1.61,1.93,1.97,1.61,2.19,-2.24,0.788,0.006,Soluble,-2.02,1.3,0.01,Soluble,-2.63,0.32,0,Soluble,High,1,0,-5.73,0.55,1,1,0.711,1,0,0,0,0,0,2.288,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
94217,49.96,,2,2,1,1,40.46,2,12,0,74,241.00 to 242.00,0.006,,0.80,1.474,2.22,1.54,1.47,1.38,-1.80,2.7,0.016,Very soluble,-2.00,1.71,0.01,Very soluble,-1.14,12.3,0.07,Soluble,High,1,0,-6.25,0.55,0,1,0.398,0,0,0,0,0,0,2.09,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
94221,48.28,,1,1,1,1,20.23,1,11,0,,231.00 to 232.00,0.012,,0.60,2.28,2.26,3.12,2.28,2.20,-2.68,0.316,0.002,Soluble,-3.21,0.09,0,Soluble,-1.47,5.21,0.03,Soluble,High,1,0,-5.01,0.55,1,1,0.546,0,0,0,0,0,0,1.896,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
94282,51.48,-1,1,2,7,,37.30,2,12,0,10.00 to 12.00,271.00 to 273.00,0.001,,0.70,2.988,2.43,3.75,2.99,2.47,-2.80,0.272,0.002,Soluble,-4.23,0.01,0,Moderately soluble,-2.15,1.19,0.01,Soluble,High,1,0,-4.68,0.85,1,1,0.799,0,0,0,0,0,0,1.898,0,Non-required,1,0,0,0,0,0,0,0,0,1,0,0,0,0
94310,71.37,,,2,8,1,26.30,2,17,6,,312.00 to 314.00,0.001,,0.53,4.06,3.53,4.47,4.06,3.92,-3.84,0.034,0,Soluble,-4.74,0,0,Moderately soluble,-4.94,0,0,Moderately soluble,High,1,0,-4.56,0.55,1,1,0.986,1,1,0,1,0,0,1.555,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
94314,55.75,,,0,5,,50.60,2,10,0,,218.00 to 220.00,0.77,,1.00,3.965,2.86,3.56,3.96,3.29,-2.86,0.247,0.001,Soluble,-4.31,0.01,0,Moderately soluble,-2.56,0.5,0,Soluble,High,1,0,-4.86,0.55,1,1,0.51,0,0,0,0,0,0,2.299,1,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
94339,96.02,,,4,17,,52.60,4,23,0,,396.00 to 398.00,0.000001,,0.89,5.182,4.64,6.43,5.18,3.88,-4.81,0.005,0,Moderately soluble,-7.33,0,0,Poorly soluble,-5.71,0,0,Moderately soluble,High,1,0,-3.74,0.55,1,1,0.664,1,0,1,0,1,0,1.174,0,Non-required,1,0,0,0,0,0,0,0,1,1,1,0,0,0
94349,46.77,,,2,0,2,26.30,2,12,0,77-79,302.00 to 303.00,0.001,,0.70,2.048,2.23,1.91,2.05,2.08,-2.07,1.4,0.008,Soluble,-2.09,1.37,0.01,Soluble,-2.00,1.65,0.01,Soluble,High,1,0,-5.96,0.55,1,1,0.52,0,0,0,0,0,0,1.237,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
94354,70.17,,,1,0,2,12.53,1,16,0,,301.00 to 302.00,0.004,,0.73,4.391,3.14,3.25,4.39,3.56,-3.25,0.123,0.001,Soluble,-3.19,0.14,0,Soluble,-3.38,0.09,0,Soluble,High,1,0,-5.34,0.55,1,1,0.808,0,0,1,0,0,0,1.831,0,Non-required,0,0,0,0,0,0,0,0,0,1,1,0,0,0
94378,83.39,,1,3,10,1,46.53,3,20,6,31.00 to 33.00,406.00 to 408.00,,,0.59,4.263,3.65,4.11,4.26,2.99,-3.72,0.053,0,Soluble,-4.79,0,0,Moderately soluble,-5.52,0,0,Moderately soluble,High,1,0,-5.08,0.55,1,1,0.964,1,0,0,1,0,0,2.152,0,Non-required,1,0,0,0,1,0,1,0,1,1,1,0,0,0
94403,83.70,,,2,9,,26.30,2,19,0,,165.00 to 166.00 @ 9.00 mm Hg,0.000054,,0.59,4.969,3.80,5.90,4.97,4.14,-4.60,0.007,0,Moderately soluble,-6.23,0,0,Poorly soluble,-3.80,0.04,0,Soluble,High,1,0,-3.72,0.55,1,1,0.422,1,0,1,0,0,0,1.981,0,Non-required,1,0,0,1,0,0,0,0,1,1,1,0,0,0
94522,61.60,,,1,0,4,12.53,1,15,0,,203,0.003,,0.86,3.156,3.05,2.53,3.16,3.41,-2.70,0.407,0.002,Soluble,-2.44,0.74,0,Soluble,-2.31,1.01,0,Soluble,High,1,0,-5.75,0.55,1,1,0.843,0,0,0,0,0,0,1.603,0,Non-required,0,0,1,0,0,0,0,0,0,1,1,0,1,0
94569,55.08,,,2,3,1,18.46,2,13,0,,206.00 to 207.00,0.33,,1.00,3.107,3.17,3.07,3.11,2.22,-2.73,0.346,0.002,Soluble,-3.12,0.14,0,Soluble,-2.76,0.32,0,Soluble,High,1,0,-5.26,0.55,1,1,0.947,0,0,0,0,0,0,1.554,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
94579,58.49,,,2,3,1,26.30,2,14,0,85,112.00 to 114.00 @ 8.00 mm Hg,0.025,,0.75,2.93,2.65,3.53,2.93,2.65,-3.08,0.162,0.001,Soluble,-3.77,0.03,0,Soluble,-2.16,1.37,0.01,Soluble,High,1,0,-4.99,0.55,1,1,0.613,0,0,1,0,0,0,2.492,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
94648,48.24,,,1,3,1,12.53,1,11,0,,188.00 to 189.00,0.806,,0.60,2.686,2.80,2.91,2.69,2.20,-2.42,0.58,0.004,Soluble,-2.83,0.22,0,Soluble,-2.02,1.47,0.01,Soluble,High,1,0,-5.16,0.55,1,1,0.934,0,0,0,0,0,1,2.396,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
94886,55.05,,,2,5,1,18.46,2,13,0,,218.00 to 219.00,0.19,,1.00,3.107,3.35,3.61,3.11,2.22,-2.94,0.214,0.001,Soluble,-3.68,0.04,0,Soluble,-2.69,0.38,0,Soluble,High,1,0,-4.87,0.55,1,1,0.733,0,0,0,0,0,0,2.896,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
95008,58.01,,,4,6,1,52.60,4,16,6,,274,0.001,,0.33,1.854,2.13,1.53,1.53,1.85,-2.06,1.92,0.009,Soluble,-2.24,1.27,0.01,Soluble,-3.01,0.22,0,Soluble,High,1,0,-6.57,0.55,0,1,0.621,1,0,0,0,0,0,1.609,0,Non-required,0,0,0,0,0,0,0,0,0,1,1,0,0,0
95016,51.74,,1,2,4,1,52.32,3,13,6,,282,0.007,,0.30,1.836,2.29,3.10,1.84,1.94,-2.98,0.187,0.001,Soluble,-3.87,0.02,0,Soluble,-2.92,0.21,0,Soluble,High,1,0,-5.19,0.55,1,1,0.908,1,0,0,0,0,0,1.484,0,Non-required,1,0,1,0,0,0,0,0,0,1,1,0,0,0
95086,79.68,-1,2,6,5,2,93.06,6,22,12,315,486.00 to 487.00,,,0.12,2.407,2.12,1.70,2.41,0.46,-2.86,0.418,0.001,Soluble,-3.27,0.16,0,Soluble,-3.91,0.04,0,Soluble,High,0,0,-6.94,0.55,1,1,0.779,1,0,0,0,1,0,1.579,0,Non-required,1,1,0,1,1,1,1,0,0,1,1,0,0,0
95136,58.87,,,4,5,2,36.92,4,16,6,,276.00 to 277.00,0.008,,0.50,2.487,3.03,2.30,2.16,1.63,-2.63,0.53,0.002,Soluble,-2.71,0.43,0,Soluble,-3.27,0.12,0,Soluble,High,1,0,-6.03,0.55,1,1,0.83,1,0,0,1,0,0,1.651,0,Warning,1,0,1,0,0,0,1,0,0,1,1,0,0,0
95266,65.15,,,2,2,2,18.46,2,16,6,,292.00 to 293.00,0.003,,0.57,3.159,3.09,3.23,3.16,2.69,-3.39,0.091,0,Soluble,-3.29,0.11,0,Soluble,-4.09,0.02,0,Moderately soluble,High,1,0,-5.35,0.55,1,1,0.907,0,0,0,1,0,0,0.882,0,Non-required,0,0,1,0,0,0,0,0,0,1,1,0,0,0
95289,53.10,,,3,3,2,27.69,3,14,6,,259.00 to 260.00,0.021,,0.27,2.152,2.75,2.78,2.15,1.70,-2.90,0.241,0.001,Soluble,-3.02,0.19,0,Soluble,-3.13,0.14,0,Soluble,High,1,0,-5.50,0.55,1,1,0.941,1,0,0,0,0,0,2.199,0,Warning,1,0,0,0,0,0,0,0,0,1,1,0,0,0
95294,42.34,,1,1,2,1,20.23,1,10,6,,244.00 to 245.00,0.017,,0.33,1.53,1.98,2.09,1.53,2.19,-2.31,0.662,0.005,Soluble,-2.14,0.98,0.01,Soluble,-2.99,0.14,0,Soluble,High,1,0,-5.65,0.55,1,1,0.691,1,0,0,0,0,0,2.28,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
95330,51.33,,,1,1,2,9.23,1,12,0,,70.00 @ 10.00 mm Hg,1,5.8,1.00,2.848,2.75,3.26,2.85,2.74,-2.87,0.226,0.001,Soluble,-3.13,0.13,0,Soluble,-2.62,0.41,0,Soluble,High,1,0,-5.01,0.55,1,1,1.047,0,0,0,0,0,0,1.793,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
95392,46.76,,,4,4,1,44.76,4,13,0,-68,110.00 @ 27.00 mm Hg,0.112,,0.89,1.091,2.48,0.68,1.09,0.56,-1.17,12.7,0.067,Very soluble,-1.20,12,0.06,Very soluble,-1.61,4.6,0.02,Soluble,High,1,0,-6.97,0.55,1,1,0.466,0,0,0,0,0,0,2.329,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
95395,60.51,,,3,5,2,35.53,3,16,6,,320.00 to 321.00,0.00016,7.5,0.46,1.951,2.69,2.12,1.95,1.86,-2.49,0.715,0.003,Soluble,-2.50,0.7,0,Soluble,-3.52,0.07,0,Soluble,High,1,0,-6.14,0.55,1,1,0.765,0,0,0,0,0,0,1.586,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
95397,64.66,,,2,8,1,18.46,2,15,0,,270.00 to 271.00,0.022,,1.00,3.889,3.83,4.80,3.89,2.77,-3.66,0.046,0,Soluble,-4.92,0,0,Moderately soluble,-3.75,0.04,0,Soluble,High,1,0,-4.20,0.55,1,1,0.818,0,0,1,0,0,0,2.362,0,Non-required,1,0,0,0,0,0,1,0,0,1,1,0,0,0
95401,55.05,,,2,5,1,18.46,2,13,0,,224.00 to 225.00,0.138,,1.00,3.108,3.21,3.53,3.11,2.22,-2.89,0.241,0.001,Soluble,-3.60,0.05,0,Soluble,-2.81,0.29,0,Soluble,High,1,0,-4.93,0.55,1,1,0.876,0,0,0,0,0,0,1.86,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
95425,56.28,,,2,8,,26.30,2,13,0,,214.00 to 215.00,0.158,,0.91,3.156,3.22,3.34,3.16,2.87,-2.57,0.5,0.003,Soluble,-3.57,0.05,0,Soluble,-3.21,0.12,0,Soluble,High,1,0,-5.06,0.55,1,1,0.671,0,0,0,0,0,0,1.596,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
95457,31.47,,3,3,4,,69.56,3,9,0,,380.00 ,,,0.80,-1.524,0.81,-1.40,-1.52,-1.24,0.48,403,3.02,Highly soluble,0.44,367,2.76,Highly soluble,0.06,152,1.14,Soluble,High,0,0,-8.11,0.55,0,0,0.534,0,0,0,0,0,1,1.434,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
95466,51.67,,,3,7,,43.37,3,13,0,,221.00 to 222.00,0.107,,0.80,1.945,2.51,2.35,1.94,1.59,-2.01,1.81,0.01,Soluble,-2.90,0.23,0,Soluble,-2.35,0.84,0,Soluble,High,1,0,-5.77,0.55,1,1,0.739,0,0,0,0,0,0,1.503,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
95485,48.44,,,2,4,1,18.46,2,12,6,,225.00 to 226.00,0.119,,0.40,2.448,2.60,2.64,2.45,2.24,-2.64,0.381,0.002,Soluble,-2.68,0.35,0,Soluble,-3.10,0.13,0,Soluble,High,1,0,-5.44,0.55,1,1,0.851,1,0,0,0,0,0,1.269,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
95495,64.80,,,1,8,,17.07,1,14,0,,231.00 to 233.00,0.03,,0.92,4.208,3.22,4.53,4.21,3.54,-3.40,0.08,0,Soluble,-4.61,0,0,Moderately soluble,-3.91,0.02,0,Soluble,High,1,0,-4.29,0.55,1,1,0.73,0,0,0,0,0,0,1.913,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
95539,51.47,,,2,7,,26.30,2,12,0,,195.72 ,0.413,,0.90,2.766,3.11,3.31,2.77,2.58,-2.53,0.507,0.003,Soluble,-3.54,0.05,0,Soluble,-2.80,0.27,0,Soluble,High,1,0,-5.00,0.55,1,1,1.071,0,0,0,0,0,0,1.532,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
95560,43.46,,,1,2,1,17.07,1,10,0,,202.00 to 203.00,0.284,,0.89,2.402,2.08,2.97,2.40,2.00,-2.45,0.499,0.004,Soluble,-2.99,0.14,0,Soluble,-1.67,2.98,0.02,Soluble,High,1,0,-5.05,0.55,1,1,0.736,0,0,0,0,0,0,1.374,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
95572,59.85,,,2,7,1,18.46,2,14,0,,253.00 to 254.00,0.053,,1.00,3.498,3.62,4.26,3.50,2.50,-3.30,0.1,0,Soluble,-4.36,0.01,0,Moderately soluble,-3.34,0.09,0,Soluble,High,1,0,-4.50,0.55,1,1,0.821,0,0,0,0,0,0,2.328,0,Non-required,1,0,0,0,0,0,1,0,0,1,1,0,0,0
95594,50.99,,,1,3,1,17.07,1,12,6,,,,,0.36,2.373,2.13,2.55,2.37,2.69,-2.62,0.385,0.002,Soluble,-2.56,0.45,0,Soluble,-3.56,0.04,0,Soluble,High,1,0,-5.48,0.55,1,1,0.755,0,0,0,0,0,0,1.541,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
95596,66.29,,,1,4,1,17.07,1,15,0,,280.00 to 281.00,0.004,,0.64,4.048,3.00,3.34,4.05,3.21,-2.96,0.227,0.001,Soluble,-3.38,0.09,0,Soluble,-3.30,0.1,0,Soluble,High,1,0,-5.19,0.55,1,1,0.608,0,0,0,0,0,0,2.223,1,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
95632,60.34,,,2,1,2,18.46,2,15,6,,,,,0.54,3.289,2.86,2.74,2.96,2.69,-3.08,0.174,0.001,Soluble,-2.78,0.34,0,Soluble,-3.68,0.04,0,Soluble,High,1,0,-5.61,0.55,1,1,0.851,0,0,0,1,0,0,1.463,0,Non-required,0,0,1,0,0,0,0,0,0,1,1,0,0,0
95644,42.99,,,1,1,1,17.07,1,10,0,,90.00 @ 32.00 mm Hg,0.578,,0.67,2.178,2.00,1.56,2.18,1.89,-1.61,3.36,0.024,Very soluble,-1.53,4.09,0.03,Very soluble,-1.53,4.07,0.03,Soluble,High,1,0,-6.04,0.55,1,1,0.575,0,0,0,0,0,0,1.53,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
95978,51.47,,,2,7,,26.30,2,12,0,,169.00 to 170.00,0.413,,0.90,2.766,3.09,3.17,2.77,2.58,-2.44,0.621,0.004,Soluble,-3.39,0.07,0,Soluble,-2.80,0.27,0,Soluble,High,1,0,-5.10,0.55,1,1,0.872,0,0,0,0,0,0,1.89,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
96021,45.17,,,2,1,1,18.46,2,11,0,,71.00 @ 26.60 mm Hg,1.994,,1.00,2.042,2.50,2.39,2.04,1.62,-2.26,0.868,0.005,Soluble,-2.42,0.6,0,Soluble,-1.81,2.43,0.02,Soluble,High,1,0,-5.57,0.55,1,1,0.636,0,0,0,0,0,1,1.959,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
96325,64.23,,,2,4,2,26.30,2,16,6,,180.50 @ 25.00 mm Hg,0.001,,0.50,3.105,2.92,3.52,3.11,3.00,-3.42,0.082,0,Soluble,-3.76,0.04,0,Soluble,-3.94,0.03,0,Soluble,High,1,0,-5.13,0.55,1,1,0.883,1,0,0,1,0,0,1.822,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
97707,49.35,,,2,4,1,26.30,2,12,0,,260.94 ,0.012,,0.90,2.518,2.54,3.02,2.52,2.19,-2.53,0.498,0.003,Soluble,-3.24,0.1,0,Soluble,-2.54,0.49,0,Soluble,High,1,0,-5.19,0.55,1,1,0.751,0,0,0,0,0,0,1.857,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
97782,51.15,,,1,3,1,17.07,1,12,6,,271.00 to 272.00,0.007,,0.18,2.679,2.17,2.62,2.57,2.61,-2.66,0.354,0.002,Soluble,-2.63,0.38,0,Soluble,-3.22,0.1,0,Soluble,High,1,0,-5.42,0.55,1,1,0.679,0,0,0,0,0,0,1.555,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
97785,50.69,,,2,2,2,18.46,2,13,6,,249.00 to 250.00,0.036,,0.45,2.163,2.47,2.15,2.16,1.87,-2.51,0.552,0.003,Soluble,-2.17,1.21,0.01,Soluble,-2.91,0.22,0,Soluble,High,1,0,-5.86,0.55,1,1,0.812,0,0,0,0,0,0,1.849,0,Warning,1,0,0,0,0,0,0,0,0,1,1,0,0,0
97799,55.19,,,1,4,1,23.79,1,13,6,,272.00 to 273.00,0.006,,0.42,3.484,2.43,3.59,3.48,2.97,-3.25,0.097,0.001,Soluble,-3.78,0.03,0,Soluble,-4.13,0.01,0,Moderately soluble,High,1,0,-4.81,0.55,1,1,0.862,1,0,0,1,0,0,2.735,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
97842,48.16,,,2,0,2,18.46,2,12,0,,207.00 to 208.00,0.323,,1.00,2.472,2.64,2.22,2.47,1.93,-2.29,0.865,0.005,Soluble,-2.24,0.97,0.01,Soluble,-2.00,1.71,0.01,Soluble,High,1,0,-5.76,0.55,1,1,0.697,0,0,0,0,0,0,1.349,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
97854,42.99,,,1,1,1,17.07,1,10,0,,188.00 to 190.00,0.578,,0.67,2.178,2.04,1.45,2.18,1.89,-1.54,3.95,0.029,Very soluble,-1.41,5.32,0.04,Very soluble,-1.53,4.07,0.03,Soluble,High,1,0,-6.11,0.55,1,1,0.455,0,0,0,0,0,0,1.458,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
97883,46.66,,,2,5,,26.30,2,11,0,,168.00 to 170.00,1.895,,0.89,2.232,2.77,2.85,2.23,2.28,-2.29,0.818,0.005,Soluble,-3.06,0.14,0,Soluble,-2.01,1.54,0.01,Soluble,High,1,0,-5.24,0.55,1,1,0.732,0,0,0,0,0,0,1.863,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
97895,33.33,,,3,4,,35.53,3,9,0,,136.00 to 138.00,7.145,,0.83,0.932,1.80,0.87,0.93,0.80,-0.94,15.1,0.114,Very soluble,-1.20,8.34,0.06,Very soluble,-0.89,17,0.13,Soluble,High,1,0,-6.49,0.55,1,1,0.379,0,0,0,0,0,0,0.719,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
97897,65.95,,,2,4,2,26.30,2,16,0,,247.00 ,0.018,,0.93,3.545,3.01,5.13,3.54,3.30,-4.20,0.014,0,Moderately soluble,-5.43,0,0,Moderately soluble,-3.39,0.09,0,Soluble,High,1,0,-4.03,0.55,1,1,0.913,0,0,1,0,0,0,1.43,0,Non-required,1,0,0,0,1,0,0,0,0,1,1,0,0,0
97987,51.47,,,2,7,,26.30,2,12,0,,193,0.413,,0.90,2.908,3.09,3.42,2.91,2.58,-2.60,0.432,0.003,Soluble,-3.65,0.04,0,Soluble,-2.80,0.27,0,Soluble,High,1,0,-4.92,0.55,1,1,0.625,0,0,0,0,0,0,1.564,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
98054,48.28,,1,3,4,1,46.53,3,13,6,,279.00 to 280.00,0.002,,0.30,1.111,2.03,1.36,0.96,1.41,-1.89,2.31,0.013,Very soluble,-1.94,2.07,0.01,Very soluble,-2.35,0.8,0,Soluble,High,1,0,-6.43,0.55,1,1,0.924,0,0,0,0,0,0,1.798,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
98118,91.39,,1,4,9,1,58.89,4,22,6,,162.00 @ 101.00 mm Hg,0.004,,0.56,4.143,3.66,3.33,4.14,3.10,-3.44,0.111,0,Soluble,-4.24,0.02,0,Moderately soluble,-4.86,0,0,Moderately soluble,High,1,0,-5.80,0.55,1,1,1.059,0,0,0,1,1,0,2.357,0,Non-required,0,0,0,1,1,1,1,0,1,1,1,0,0,0
98330,36.73,,2,2,0,1,91.06,4,8,0,130.00 ,360.87 ,,,1.00,0.103,0.96,0.26,0.10,-0.57,-0.95,17.2,0.113,Very soluble,-1.73,2.81,0.02,Very soluble,0.42,399,2.62,Soluble,High,0,0,-7.04,0.55,0,1,0.391,0,0,0,0,0,0,3.003,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
98346,36.92,,1,1,4,,20.23,1,8,0,,172.00 to 174.00,0.407,,1.00,1.805,2.20,2.13,1.81,1.89,-1.64,2.67,0.023,Very soluble,-2.19,0.76,0.01,Soluble,-1.69,2.36,0.02,Soluble,High,1,0,-5.50,0.55,1,1,1.03,0,0,0,0,0,0,2.054,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
98403,69.14,,,1,8,,17.07,1,15,0,,286.00 to 287.00,0.003,,0.79,4.374,3.37,4.97,4.37,3.70,-3.75,0.038,0,Soluble,-5.07,0,0,Moderately soluble,-3.60,0.05,0,Soluble,High,1,0,-4.05,0.55,1,1,0.732,0,0,1,0,0,0,1.824,0,Non-required,1,0,0,0,0,0,0,0,0,1,1,0,0,0
